id,latitude,longitude,price,review_count,rating,zip_code,city,alias,category
z0zaCVA-p_5xTsyUZrmR0g,34.06415,-118.34367,$$,5188.0,4.0,90036,Los Angeles,république-los-angeles-2,"['french', 'breakfast_brunch', 'cocktailbars']"
KtEMG1Aln3vQzte92QJxlw,34.062321315088,-118.340898970219,$$,2785.0,4.5,90036,Los Angeles,genwa-korean-bbq-los-angeles-2,"['korean', 'bbq', 'seafood']"
QKovUc1TmSNtZh0j5ZEagw,34.046438,-118.345718,$,1756.0,4.5,90019,Los Angeles,leos-tacos-truck-los-angeles,"['foodtrucks', 'tacos']"
bvpxd7o3RZtz50YLpDsgLA,34.0571251,-118.346074,$,1266.0,4.5,90019,Los Angeles,el-chato-taco-truck-los-angeles-2,"['mexican', 'foodtrucks']"
57h63V30fRwAP6tm5Rs7Sg,34.0474472045898,-118.346229553223,$$,2760.0,4.0,90019,Los Angeles,roscoes-house-of-chicken-and-waffles-los-angeles,"['breakfast_brunch', 'soulfood', 'waffles']"
amNWerp63joyW5M6tVbMcQ,34.06895,-118.34747,$,2021.0,4.5,90036,Los Angeles,sk-donuts-and-croissant-los-angeles,"['donuts', 'bakeries']"
YA3bV7kd3RpWPvrarIgpWQ,34.0621217190808,-118.347790289087,$$,1506.0,4.5,90036,Los Angeles,milk-jar-cookies-los-angeles,"['desserts', 'bakeries', 'coffee']"
h2u-coGd8WWClyU3b7jf8w,34.0609448,-118.3446759,$$,1028.0,4.5,90036,Los Angeles,met-her-at-a-bar-los-angeles-2,"['cafes', 'breakfast_brunch', 'newamerican']"
23Qrcz2i9e2e8MstUIIO0A,34.0621807,-118.348153,$$,1527.0,4.5,90036,Los Angeles,yuko-kitchen-los-angeles,['japanese']
iD-G9bACYgkBWOq_IAGVVA,34.04762,-118.32758,$$,837.0,4.5,90019,Los Angeles,the-grain-cafe-los-angeles,"['sandwiches', 'vegan', 'vegetarian']"
IxuAHGu-eQ4fZJZTdzGTYQ,34.0481071472168,-118.326278686523,$$,1368.0,4.0,90019,Los Angeles,guss-world-famous-fried-chicken-los-angeles,"['southern', 'chickenshop', 'comfortfood']"
8VifOOWbCv2je0K6r7yUcA,34.076026,-118.348537,$$,5809.0,4.0,90036,Los Angeles,milk-los-angeles-5,"['icecream', 'desserts', 'coffee']"
6Dd4kTDiikEB3wQp___0fA,34.0327911,-118.3417282,$$,1136.0,4.5,90016,Los Angeles,taqueria-los-anaya-los-angeles,['mexican']
AIhWsp8yNfKZfaX9d9Yajg,34.0476,-118.317234,$$,1354.0,4.5,90019,Los Angeles,pasta-sisters-los-angeles,"['delis', 'italian']"
,,,,,,,,,['artmuseums']
ikF6L0HiC3_AhAiywWzS3g,34.075825,-118.3235051,$$,2042.0,4.5,90004,Los Angeles,salt-and-straw-los-angeles,['icecream']
30jrTz8vh1xSXdtXMvt-mA,34.0498186,-118.3596124,$$,601.0,4.5,90019,Los Angeles,my-two-cents-los-angeles-3,"['southern', 'seafood', 'soulfood']"
ru7TAEo7lkbxMmkbFRGFMw,34.04768,-118.32254,$$,835.0,4.5,90019,Los Angeles,la-cevicheria-los-angeles,['seafood']
cAwkHVjhAJpsZOayXgUIHw,34.0574402282966,-118.345157057047,$$,224.0,5.0,90036,Los Angeles,three-borders-brunch-and-grill-los-angeles-3,"['breakfast_brunch', 'newamerican', 'mexican']"
2Z7pKTwHhFwuH-aTCgd-Rg,34.0621767,-118.3481449,$$,1271.0,4.0,90036,Los Angeles,indias-tandoori-los-angeles-83,"['indpak', 'halal', 'buffets']"
oGV5efg62_PKRJsVNJmtCQ,34.06194,-118.34573,$$,1040.0,4.0,90036,Los Angeles,ariyoshi-sushi-cafe-izakaya-los-angeles,"['sushi', 'asianfusion', 'japanese']"
fHd8nRgoSpn1_dS9HP6fiw,34.050409,-118.361676,$$,581.0,4.5,90019,Los Angeles,powerplant-superfood-cafe-los-angeles-3,"['vegetarian', 'gluten_free', 'breakfast_brunch']"
2tGmWPY90a6hT1jQz5W5Fw,34.0475632532972,-118.327980390877,$,444.0,4.5,90019,Los Angeles,mateos-ice-cream-and-fruit-bars-los-angeles-3,"['icecream', 'juicebars', 'sandwiches']"
P9Dt_kkU5BTe1v0tJ4KFNw,34.07642,-118.34909,$$$,1730.0,4.5,90036,Los Angeles,angelini-osteria-los-angeles,"['italian', 'wine_bars', 'pizza']"
cSSyQ9xttMy6Gn8TFyNH7w,34.0620758597251,-118.345577081314,$$,1087.0,4.0,90036,Los Angeles,spare-tire-kitchen-and-tavern-los-angeles,"['gastropubs', 'tradamerican', 'breakfast_brunch']"
,,,,,,,,,['museums']
rf20-kFTkk9BC4tfr8K_3g,34.056529,-118.344882,$$,1605.0,3.5,90019,Los Angeles,trejos-tacos-la-brea-los-angeles-2,"['mexican', 'vegan', 'newmexican']"
1e_j1BtMaTinWLC52RJI9w,34.0724723090913,-118.359377400525,$$,2146.0,4.0,90036,Los Angeles,marmalade-cafe-los-angeles-19,"['newamerican', 'breakfast_brunch', 'cafes']"
-ib9XbWQZGfoTcZJMJ74RQ,34.0485209700364,-118.336508397098,$,332.0,4.0,90019,Los Angeles,pizzarev-los-angeles-6,"['pizza', 'salad']"
k9k6jbTGFyf4k_ttCD2Ryg,34.0570312544081,-118.345589499398,$$,795.0,3.5,90019,Los Angeles,top-round-roast-beef-los-angeles,"['sandwiches', 'hotdogs', 'icecream']"
O1mZqTsmuDs8vtUhDsvMIA,34.048672,-118.353867,$,999.0,3.5,90019,Los Angeles,skys-gourmet-tacos-los-angeles,"['mexican', 'cajun', 'breakfast_brunch']"
zpCjv61s-5b-WJSd8opFvA,34.0596284,-118.3451919,$$,647.0,4.0,90036,Los Angeles,candela-los-angeles,"['mexican', 'lounges', 'venues']"
p1O9sw9QdnKn1cV2FEmmhw,34.053655,-118.319659,$$,542.0,4.5,90019,Los Angeles,feng-mao-lamb-kebab-los-angeles-2,"['chinese', 'korean', 'kebab']"
,,,,,,,,,"['museums', 'landmarks']"
OVYbBxiA-MFNE3wSKlSlgg,34.07208,-118.36749,$$$,2036.0,4.0,90048,Los Angeles,the-little-door-los-angeles,"['french', 'mediterranean', 'modern_european']"
TZFTVm9WbsWILRdY98SYtA,34.0485400612365,-118.332734741271,$,289.0,4.0,90019,Los Angeles,tacos-el-compita-los-angeles-4,"['streetvendors', 'mexican']"
z959VbY5YuiAyJhTS_PgWA,34.0722521794486,-118.362629252157,$$,1098.0,4.5,90036,Los Angeles,mendocino-farms-los-angeles-3,"['sandwiches', 'salad']"
cDUW9Cd_9-BFL3rZrwmWXg,34.0571317,-118.3639872,$,372.0,4.5,90019,Los Angeles,paradocs-coffee-and-tea-los-angeles,"['coffee', 'sandwiches', 'bakeries']"
-CW_jNF0-x1RAhlGjX3JUg,34.0711906,-118.3599417,$,1169.0,4.0,90036,Los Angeles,andres-italian-restaurant-los-angeles,"['italian', 'pizza']"
0mDwFahV2qgGYM2sL1m0Pw,34.05671,-118.36483,$$,731.0,4.5,90019,Los Angeles,meals-by-genet-los-angeles,['ethiopian']
77mlIABntJQSWRMxq6vwJg,34.04902,-118.33577,$,289.0,4.0,90019,Los Angeles,okis-dog-los-angeles,"['hotdog', 'burgers', 'hotdogs']"
j3zbQyVS9C9SwzZGzAGAgg,34.07644,-118.34711,$$,852.0,4.5,90036,Los Angeles,cardamom-indian-cuisine-los-angeles-3,"['indpak', 'halal', 'vegetarian']"
-XwCatxfjyujeYbhh6ukrQ,34.075313,-118.323881,$,886.0,4.5,90004,Los Angeles,larchmont-village-wine-spirits-and-cheese-los-angeles,"['beer_and_wine', 'sandwiches', 'cheese']"
UJg9U_6djc7Wc089s1hFCg,34.0326985382412,-118.343422987691,$,758.0,4.0,90016,Los Angeles,honey-bees-house-of-breakfast-los-angeles,"['breakfast_brunch', 'newamerican', 'salvadoran']"
w0cm7DFmBDQ_x2r83cvL6g,34.06188,-118.34278,$$,397.0,4.0,90036,Los Angeles,apollonias-pizzeria-los-angeles-2,"['pizza', 'salad', 'italian']"
uGG2jfr3ROvKN0DbPK-7xQ,34.0606346,-118.344452,$$,418.0,4.0,90036,Los Angeles,commerson-los-angeles,"['newamerican', 'cocktailbars', 'breakfast_brunch']"
FqyTKMzJVf54TlRnfp5lCQ,34.0570974,-118.3641842,$$,338.0,4.5,90019,Los Angeles,buna-ethiopian-restaurant-and-market-los-angeles-2,['ethiopian']
ABhcGXA3xUJsQs2GdjvhUA,34.0679295053231,-118.343875515842,$$,370.0,4.5,90036,Los Angeles,susiecakes-los-angeles-5,"['bakeries', 'cupcakes', 'customcakes']"
zbO-Y5Xi2UbtcRaYysGhmQ,34.05908,-118.34485,$$,413.0,4.0,90036,Los Angeles,la-brea-ramen-bar-los-angeles-3,"['ramen', 'sushi']"
,,,,,,,,,['museums']
ZzpC4bW5mY0AOoGznnyIsg,34.03951,-118.33956,$$,448.0,4.0,90016,Los Angeles,ondal-2-los-angeles,"['korean', 'seafood']"
dpvZ3K-Yqg01uGCiLJ2ZxQ,34.0715865,-118.3622255,$$,781.0,4.5,90048,Los Angeles,carmela-ice-cream-los-angeles-2,"['icecream', 'coffee', 'desserts']"
AN3UakS2AoWkcLrhzhlqyQ,34.0534921,-118.3230638,$$,250.0,4.5,90019,Los Angeles,prism-coffee-los-angeles,['coffee']
