category,id,latitude,longitude,price,review_count,rating,zip_code,city,alias
"['persian', 'foodstands']",,,,,,,,,
"['foodtrucks', 'seafood']",,,,,,,,,
"['german', 'foodtrucks', 'catering']",,,,,,,,,
"['foodtrucks', 'coffee', 'breakfast_brunch']",qu8yFETeo4J8fMbf_7XV_Q,34.03983,-118.26855,$,29.0,4.5,90015,Los Angeles,urban-espresso-los-angeles-6
['parks'],,,,,,,,,
['museums'],,,,,,,,,
['lounges'],X2rXvM1mkOCIkLWlADIPsg,34.08659,-118.446365,$$$,11.0,4.0,90077,Los Angeles,bar-and-lounge-los-angeles
['mexican'],gUDrVlRXX5hskk3TuPypuQ,34.05817,-118.491973,$,12.0,3.5,90024,Los Angeles,flaming-tacos-los-angeles
"['foodtrucks', 'seafood', 'fishnchips']",,,,,,,,,
['hiking'],,,,,,,,,
"['foodtrucks', 'thai']",,,,,,,,,
['sandwiches'],_CEl1EIbirUWPwL3pQnE3w,34.06415,-118.469947,$,17.0,3.0,90049,Los Angeles,subway-restaurants-los-angeles-8
['parks'],,,,,,,,,
['parks'],,,,,,,,,
"['foodtrucks', 'spanish', 'seafood']",,,,,,,,,
"['foodtrucks', 'sandwiches', 'salad']",JiYslHHmxDRNtjDg_49fmQ,33.7885,-117.97395,$$,178.0,4.0,92841,Garden Grove,mess-hall-canteen-garden-grove-7
"['facepainting', 'magicians', 'pettingzoos']",,,,,,,,,
"['bakeries', 'desserts', 'gourmet']",ZVY-0beo87GIQxcBMgJ9Nw,34.0531234741211,-118.46745300293,$$,3.0,4.0,90049,Los Angeles,nice-krispies-los-angeles
['museums'],,,,,,,,,
['gelato'],,,,,,,,,
"['catering', 'foodstands', 'mexican']",EGz4toczaB2njcFcqGzsxA,33.7332038879395,-118.294395446777,$$,24.0,5.0,90731,San Pedro,fiyahnesian-cuisine-no-title
"['mediterranean', 'seafood', 'french']",,,,,,,,,
"['desserts', 'foodtrucks', 'creperies']",,,,,,,,,
"['wine_bars', 'winetastingroom', 'selfstorage']",,,,,,,,,
"['gourmet', 'desserts']",WVWlRFDrjP48K-fBC4bV1A,34.0869369506836,-118.488250732422,$$$,3.0,2.5,90049,Los Angeles,milk-and-krunchies-los-angeles-2
"['foodtrucks', 'chickenshop']",,,,,,,,,
"['foodtrucks', 'latin', 'cafes']",,,,,,,,,
"['publicservicesgovt', 'localflavor', 'localservices', 'education']",,,,,,,,,
['landmarks'],,,,,,,,,
"['shavedice', 'foodstands']",Tub-psQGYAjbtny6MnfQmg,34.0770492553711,-118.25887298584,$,2.0,5.0,90026,Los Angeles,yum-yum-shave-ice-los-angeles-2
"['shavedice', 'desserts', 'foodtrucks']",,,,,,,,,
"['indpak', 'foodtrucks', 'streetvendors']",,,,,,,,,
"['tacos', 'foodstands']",,,,,,,,,
"['coffee', 'foodstands']",,,,,,,,,
