,alias,categories,city,id,latitude,longitude,price,rating,review_count,zip_code
0,重庆特色小面-chongqing-special-noodles-san-gabriel-3,"['noodles', 'chinese']",San Gabriel,mm6l24khOfXhKqn4pKVojA,34.10307,-118.09183999999999,1,4.0,204.0,91776
1,重庆小面-best-noodle-house-rosemead-3,"['noodles', 'szechuan']",Rosemead,DgXxBgUEvARu45x7RSgYRw,34.0811818501246,-118.066225782915,1,4.0,141.0,91770
2,眞-jin-cook-authentic-korean-soul-food-glendale,['korean'],Glendale,C5s9a_prs6TbH510Bt_sqQ,34.15036417,-118.2546023,2,4.5,59.0,91203
3,新湘好-xiang-cuisine-monterey-park,['chinese'],Monterey Park,5FzLCjOW6mqjlQE-wNsjQg,34.06371911,-118.1345912,2,4.5,113.0,91754
4,いざかや-おせん-izakaya-osen-los-angeles,"['sushi', 'izakaya', 'seafood']",Los Angeles,us0WnDOySVXXXwCqs0AaCw,34.08319167,-118.27324499999999,2,4.5,656.0,90026
5,ô-banh-mi-los-angeles,"['vietnamese', 'sandwiches', 'coffee']",Los Angeles,XRbyfQZ7nWwJCOjRC8EW-g,34.09845,-118.2751,1,4.0,111.0,90027
6,élephante-santa-monica-2,"['lounges', 'italian']",Santa Monica,ayFZZuq5B6Lz4Aq1xH40Zw,34.015229999999995,-118.49798999999999,4,3.5,693.0,90401
7,à-la-waffle-los-alamitos-7,"['waffles', 'desserts', 'shavedice']",Los Alamitos,h-tm0H9tUWxcP-0cCJvkYg,33.80426,-118.07246,1,4.5,322.0,90720
8,à-la-minute-claremont-2,['icecream'],Claremont,FpzAucPz6Nl-4Q1P0t82Bw,34.0947051402958,-117.721304207472,2,4.5,248.0,91711
9,à-bloc-los-angeles,"['coffee', 'sandwiches', 'breakfast_brunch']",Los Angeles,fRDvAW7nE0-21QzqxTeC8w,34.12157,-118.20586000000002,1,5.0,76.0,90042
10,zzamong-los-angeles,"['korean', 'chinese', 'noodles']",Los Angeles,gWM5n5Tyo5h74t-_lp1WUA,34.069114899999995,-118.3073944,1,4.0,867.0,90004
11,zweet-cafe-los-angeles,"['coffee', 'cafes', 'breakfast_brunch']",Los Angeles,9yB5H8MwuQ3MBMlq5EOoFw,34.129740000000005,-118.21645,1,4.5,484.0,90041
12,zuzu-chicken-glendora,"['greek', 'mediterranean']",Glendora,6gtrvTr2yH__EEx8SZPv1w,34.1286651,-117.83082759999998,1,4.0,351.0,91741
13,zurys-raspados-norwalk,"['juicebars', 'shavedice', 'icecream']",Norwalk,gZ7_22AiN55RRWdcItnbmQ,33.917341,-118.089478,2,3.0,73.0,90650
14,zumo-zuzhi-burrito-covina,"['sushi', 'asianfusion']",Covina,iKaMGGidSMG5zm1OLTk_bA,34.104627,-117.90596399999998,1,4.0,430.0,91722
15,zumayas-mexican-cafe-whittier,['mexican'],Whittier,uYKD5kKF9OYFzGBCAqLyvg,33.974821500000004,-118.03750490000002,2,4.0,350.0,90602
16,zuma-beach-cafe-malibu,"['shavedice', 'cafes', 'burgers']",Malibu,aEN-2-b6V7ZPdsEDvspF5Q,34.0234499,-118.80326000000001,2,2.0,30.0,90265
17,zulema-bakery-inglewood,['bakeries'],Inglewood,KNbjdPbbjsGuKOsXg-4gTw,33.952007,-118.3528749,1,3.5,18.0,90301
18,zui-xiang-yuan-alhambra-4,"['szechuan', 'noodles']",Alhambra,9T9lNf3NXcf41GsnIfkllg,34.080006,-118.110394,2,4.0,217.0,91801
19,zugo-liquitarian-truck-los-angeles,"['foodtrucks', 'coffee', 'juicebars']",Los Angeles,jw0CZknE-kaGaO2K7wROjQ,34.099959999999996,-118.32625,2,4.5,34.0,90027
20,zs-place-vernon,['tradamerican'],Vernon,2OTBRblmsfRGyPyFdOiY2g,34.007816999999996,-118.2198791,2,4.0,87.0,90058
21,zs-dtla-los-angeles,"['breakfast_brunch', 'mediterranean', 'newamerican']",Los Angeles,y4ZSoPCIqY7n-u3lqvtGBw,34.052221,-118.25394969999999,2,4.0,76.0,90071
22,zs-crazy-good-monterey-park,"['breakfast_brunch', 'burgers']",Monterey Park,YJesuu7dq-XkjFQqQHjwYA,34.0461454,-118.16150159999998,1,4.0,523.0,91754
23,zpizza-west-hollywood,"['pizza', 'vegan', 'gluten_free']",West Hollywood,zbg1TlNbUzztQrc-bZ5N3A,34.0852999,-118.38405,1,4.0,532.0,90069
24,zpizza-upland-2,"['pizza', 'salad', 'sandwiches']",Upland,el2ThR4ZVoznbMrkGPXczA,34.1337738037109,-117.6376953125,2,3.5,198.0,91784
25,zpizza-taproom-los-angeles-3,"['pizza', 'salad', 'sandwiches']",Los Angeles,cv-9CWQA-0jjBhZ55T4g2g,33.946155,-118.38715400000001,2,4.0,229.0,90045
26,zpizza-seal-beach-seal-beach,"['pizza', 'vegan', 'gluten_free']",Seal Beach,vN32NQEf1iRxxs6_fBU5bA,33.741258200000004,-118.10475249999999,1,4.0,118.0,90740
27,zpizza-northridge,"['pizza', 'vegan', 'gluten_free']",Northridge,HNahb59zm2UxsTUUJetk5w,34.27385,-118.55448,2,4.0,160.0,91326
28,zpizza-long-beach,"['pizza', 'salad', 'sandwiches']",Long Beach,o8DMAq9ol0j5K3B1tqgVLw,33.76180072,-118.13884509999998,2,3.5,186.0,90803
29,zpizza-brea-2,"['pizza', 'vegan', 'gluten_free']",Brea,SDBkmo7-eCS4_SQz1nZ20A,33.9132889898547,-117.879038135797,1,4.0,201.0,92821
30,zovk-market-los-angeles,"['mediterranean', 'armenian', 'salad']",Los Angeles,oa7UJVXl78nII1xJCM7Eew,34.17263,-118.37071,2,4.5,19.0,91601
31,zoomak-buena-park-2,"['sandwiches', 'asianfusion', 'korean']",Buena Park,acKvDTYtwEls2rFz8YzrbQ,33.859330303488996,-118.00543718040001,2,4.5,59.0,90621
32,zooies-los-angeles,"['bakeries', 'coffee', 'catering']",Los Angeles,oP8nKBt-b9XdvI47118tdw,34.031690000000005,-118.40011000000001,1,4.5,146.0,90034
33,zoo-grill-los-angeles,"['hotdogs', 'tradamerican']",Los Angeles,VHcL2dBlks1VDAv76PfuDw,34.1485227574025,-118.286406951863,2,3.0,14.0,90027
34,zono-sushi-glendale,"['sushi', 'japanese']",Glendale,hNgjbn0LcoBsSMn6JWBfaA,34.1477124,-118.25432040000001,2,4.0,472.0,91206
35,zono-sushi-burbank,"['sushi', 'japanese']",Burbank,OPJuAItYEd4ZhhbaOHuv_g,34.1839141,-118.3150962,2,4.0,226.0,91502
36,zona-rosa-caffe-pasadena-5,['coffee'],Pasadena,1yxkWbLDj0p1T3reUzYiqQ,34.1455111,-118.13701999999999,1,4.0,543.0,91101
37,zogos-burgers-south-gate,['burgers'],South Gate,o-rkwQfGGR-oS1pBHh4j0Q,33.9451523,-118.2131623,1,4.0,78.0,90280
38,zogos-burgers-long-beach,"['hotdogs', 'burgers']",Long Beach,RBqLL-pDroQ8tLVA5h0L7w,33.88128629999999,-118.1602473,1,3.0,32.0,90805
39,zodiac-juiceology-and-apothecary-covina-3,"['juicebars', 'breakfast_brunch', 'sandwiches']",Covina,hA_5NtvjY7qmk-_XQQbAoQ,34.08829,-117.89045,1,4.0,183.0,91723
40,ziran-los-angeles,['newamerican'],Los Angeles,HUuiz9kpDi8i46mT4Yo2xA,34.05488,-118.25541100000001,2,4.0,92.0,90071
41,zion-market-los-angeles-2,"['seafoodmarkets', 'grocery', 'korean']",Los Angeles,O2nsiRBhGKEbT3bNc5Pczg,34.06324567,-118.29857109999999,2,3.0,325.0,90020
42,zion-market-buena-park,"['grocery', 'intlgrocery', 'korean']",Buena Park,G2a5wgJFMw8QFjeD6XwH_g,33.881212,-117.99593159999999,1,3.0,76.0,90621
43,zinqué-west-hollywood-2,"['french', 'wine_bars']",West Hollywood,ztNZZHKmJOyVXM32WiyXcQ,34.081263,-118.38266100000001,2,4.0,745.0,90069
44,zinqué-venice-3,"['breakfast_brunch', 'french', 'brasseries']",Venice,oDjQdSgGmbbSKQxDYgjWsQ,33.9889793,-118.4619598,2,3.5,545.0,90291
45,zingo-tacos-los-angeles,['mexican'],Los Angeles,hTmbWkqAw6LPADjeUKeq4w,34.07328444,-118.1700764,1,4.5,85.0,90032
46,zingga-grill-santa-clarita-2,"['korean', 'asianfusion', 'bbq']",Santa Clarita,CJCSqsQMDNQQjjrbcYhqWA,34.404264399999995,-118.4645149,1,4.5,328.0,91321
47,zinc-shade-manhattan-beach,"['newamerican', 'breakfast_brunch', 'tapasmallplates']",Manhattan Beach,UR0tzbou4UtJAfFtePdPjQ,33.8864387921885,-118.40844522855801,2,4.0,374.0,90266
48,zinc-cafe-and-market-los-angeles-5,"['breakfast_brunch', 'cocktailbars', 'vegetarian']",Los Angeles,PMj1TDcrvYTxEXd-g9LcWA,34.039413,-118.232504,2,4.0,1671.0,90013
49,zin-bistro-americana-westlake-village,"['newamerican', 'desserts', 'breakfast_brunch']",Westlake Village,n3DJ2xGE4LqKkEAu1gwflQ,34.139208,-118.82345,3,3.5,521.0,91361
50,zigs-restaurant-reseda,"['tradamerican', 'burgers', 'breakfast_brunch']",Reseda,e9Hd7AQNeE4NnVFjJU1DJw,34.1945534,-118.51880039999999,1,3.5,237.0,91335
51,zhi-shing-zaung-los-angeles-2,['korean'],Los Angeles,JsCwCiWmm0V7AZTU4HzFOg,34.256077000000005,-118.537143,1,3.5,24.0,91324
52,zero-x-pomona-3,"['coffee', 'bubbletea']",Pomona,iKbN2WLrORhcfGAaeroDIA,34.0484460608887,-117.81091210507499,1,4.5,684.0,91768
53,zero-degrees-custard-and-italian-ice-lancaster,"['icecream', 'desserts', 'soup']",Lancaster,C8XLeJexNTfIWsN7tLzkZQ,34.6979644,-118.1426025,1,4.5,211.0,93534
54,zero-chill-creamery-whittier-2,"['icecream', 'desserts']",Whittier,tW06g7hZ0NQfMAuOg84sMQ,33.94399,-117.99748799999999,2,5.0,40.0,90603
55,zermenos-restaurant-los-angeles-2,"['mexican', 'breakfast_brunch', 'seafood']",Los Angeles,eb76buRAUSnRuoqVEf2dBA,34.091152,-118.32256059999999,1,4.0,240.0,90038
56,zens-tea-house-santa-fe-springs,"['gourmet', 'coffee']",Santa Fe Springs,Py_FSUcw2vB1B7S5aJp5ng,33.9685885,-118.05684609999999,1,4.5,60.0,90606
57,zenmaru-long-beach,"['sushi', 'japanese']",Long Beach,DNlcjB2Mj8a9CjV1TaHWZQ,33.772621,-118.19218899999998,1,3.5,151.0,90802
58,zendejas-mexican-takeout-chino,['mexican'],Chino,mBzVG5g-O3fN1O0EeD4S-Q,34.0186958312988,-117.709327697754,1,4.0,65.0,91710
59,zendejas-mexican-restaurant-san-dimas,"['mexican', 'sportsbars']",San Dimas,dBvHh06NIk8tosO-WzC-wg,34.106124,-117.818277,2,2.5,282.0,91773
60,zencu-sushi-and-grill-los-angeles,"['sushi', 'japanese', 'asianfusion']",Los Angeles,2xvO70xissl9rf79qxgW5Q,34.04945,-118.24061999999999,2,3.5,578.0,90012
61,zenbu-shabu-shabu-cerritos-2,['japanese'],Cerritos,5JODWUUwaC3WUueSUkXUkA,33.85733961,-118.0924836,2,4.0,466.0,90703
62,zen-sushi-and-seafood-restaurant-la-crescenta-montrose,"['asianfusion', 'chinese', 'sushi']",La Crescenta-Montrose,sY0clhwczR3UgZZlLROdGA,34.22193,-118.23702,2,3.0,320.0,91214
63,zen-mei-bistro-los-angeles,"['chinese', 'noodles']",Los Angeles,YOweM9fyWC4nFvpR_lytlA,34.06335,-118.24046000000001,1,4.0,153.0,90012
64,zen-garden-chinese-cuisine-oak-park,"['chinese', 'tradamerican']",Oak Park,Lpf7YcwHVdUoHN792d5GKg,34.1843771,-118.7853621,2,4.0,163.0,91377
65,zen-bakery-los-angeles,['bakeries'],Los Angeles,FFJSYqOSSOaNChtabVRxIw,34.038219500000004,-118.4322128,1,4.5,36.0,90064
66,zema-los-angeles,"['foodtrucks', 'venezuelan']",Los Angeles,YDfrZ0a12JAv1FHSGlFTlQ,34.05218691,-118.24342490000001,2,3.5,34.0,90024
67,zelo-gourmet-pizza-arcadia,"['pizza', 'italian']",Arcadia,jI9wxit42h0jWfxpvBHjkw,34.150925,-118.02166100000001,2,4.0,733.0,91006
68,zeldas-corner-venice-2,"['sandwiches', 'donuts', 'breakfast_brunch']",Venice,xkMUxLNoGZ1OwUo0uWQYlw,33.98873403,-118.47478229999999,1,4.5,482.0,90291
69,zeldas-750-west-lancaster-2,"['lounges', 'cocktailbars', 'desserts']",Lancaster,xMu2cHMKl23XqajBbOEkYQ,34.69728,-118.1438,2,4.5,53.0,93534
70,zekes-smokehouse-barbeque-montrose,"['bbq', 'smokehouse', 'bars']",Montrose,cp1oifSmu68BV1LgLtqjlA,34.205335,-118.22565800000001,2,3.5,532.0,91020
71,zeidlers-café-los-angeles-2,['newamerican'],Los Angeles,WQtL2HsEh9urRNyjD8BroQ,34.12486,-118.47923,2,3.5,29.0,90049
72,zebulon-los-angeles-2,"['musicvenues', 'cocktailbars']",Los Angeles,VbnCeyjlBrgmZAr4gsBMaw,34.107291590848796,-118.254635373417,2,4.0,107.0,90039
73,zebra-room-torrance,['divebars'],Torrance,-YLaRu7bKOnyWSWC-zDbeQ,33.8401076,-118.35351509999998,1,3.5,97.0,90503
74,zebra-room-torrance,['divebars'],Torrance,#NAME?,33.8401076,-118.35351509999998,1,3.5,97.0,90503
75,zebra-coffee-norwalk,"['coffee', 'donuts']",Norwalk,sRM6wEybjJjOGcLSFIczlQ,33.88692093,-118.0979385,1,3.5,11.0,90650
76,zayna-flaming-grill-redondo-beach-4,"['mediterranean', 'kebab', 'greek']",Redondo Beach,gjwkc0V7G2AgkJpdiq6q5w,33.822744,-118.385075,2,4.5,1208.0,90277
77,zavala-restaurant-y-taqueria-south-gate,['mexican'],South Gate,h8usmqGiVOMQPu53tuUJlw,33.913953899999996,-118.1692102,1,4.0,100.0,90280
78,zaraku-sushi-la-mirada,['sushi'],La Mirada,6TFnt3UK1euOQ2MU74_S5A,33.9171451,-117.9939399,2,1.0,1.0,90638
79,zapopanas-cafe-covina-2,"['juicebars', 'shavedice', 'sandwiches']",Covina,DBEaOFvVOIm_CBcKhMutHg,34.10652929,-117.89989969999999,1,4.0,25.0,91722
80,zapiens-salsa-grill-pico-rivera,['mexican'],Pico Rivera,CVn1JCWUH77lbW6Y5AHyqg,33.984385700000004,-118.0958837,2,3.5,325.0,90660
81,zanzabuku-lakewood,['divebars'],Lakewood,hel1JqcPq62wfhfQLdW7og,33.8464588,-118.16002490000001,1,4.0,20.0,90712
82,zanos-doostan-pizza-kitchen-woodland-hills-4,"['pizza', 'italian', 'persian']",Woodland Hills,lxLNk-gDjBm-dUsiIWARcw,34.1678728,-118.60014040000002,2,4.0,288.0,91364
83,zankou-chicken-van-nuys,"['mediterranean', 'armenian', 'lebanese']",Van Nuys,CEm_9pjjl345U7QVOxSkfA,34.173792999999996,-118.46577099999999,2,4.0,595.0,91411
84,zankou-chicken-tarzana,"['mediterranean', 'armenian', 'lebanese']",Tarzana,_yPM5zexSZfAnNTKvgWUeQ,34.1726451,-118.56001979999999,2,3.0,369.0,91356
85,zankou-chicken-santa-clarita-4,"['lebanese', 'armenian', 'mediterranean']",Santa Clarita,7a4lzuJMF2PDmB8UUcfi5A,34.4200783016079,-118.562326088152,2,3.0,288.0,91355
86,zankou-chicken-pasadena,"['mediterranean', 'lebanese', 'armenian']",Pasadena,EMXF_jbhx_GNniMnG0uNVw,34.145450592041,-118.123565673828,2,4.0,1283.0,91106
87,zankou-chicken-north-hollywood-2,"['armenian', 'mediterranean', 'lebanese']",North Hollywood,bRQhW_mPCY_YDmAbJUDh2g,34.15189,-118.36576000000001,2,4.0,387.0,91602
88,zankou-chicken-montebello,"['mediterranean', 'armenian', 'lebanese']",Montebello,MX2aAZLbXZEavo09BonDTA,34.011351,-118.10854599999999,2,3.5,380.0,90640
89,zankou-chicken-los-angeles-7,"['mediterranean', 'lebanese', 'armenian']",Los Angeles,NGGgYVRjIoDJvr1z0RtJ8Q,34.0982591211858,-118.36065920291,2,4.0,395.0,90046
90,zankou-chicken-los-angeles-2,"['mediterranean', 'armenian', 'lebanese']",Los Angeles,lAmpZfYijXT5fcc1Zqy4Nw,34.047129999999996,-118.44348000000001,2,4.0,1337.0,90025
91,zankou-chicken-hollywood-los-angeles,['mediterranean'],Los Angeles,GClRpiOELwMXxodrS-FN6Q,34.098459999999996,-118.30018999999999,1,3.5,1021.0,90027
92,zankou-chicken-granada-hills-2,"['lebanese', 'armenian', 'mediterranean']",Granada Hills,01MXNrlejM01po2x_eQKqQ,34.264909,-118.5247294,2,2.5,384.0,91344
93,zankou-chicken-glendale,"['mediterranean', 'armenian', 'lebanese']",Glendale,RHYVZyNRnP-pIqo5MFQEmw,34.143226,-118.233953,2,4.0,765.0,91205
94,zankou-chicken-burbank-2,"['mediterranean', 'armenian', 'lebanese']",Burbank,lFT_J-qmH_VXjk4jp1ud9A,34.186839899999995,-118.31801000000002,2,4.0,689.0,91504
95,zanes-hermosa-beach,"['steak', 'newamerican', 'italian']",Hermosa Beach,09TxR2XvzzJl7GaY-E2-lw,33.86210286,-118.3997883,3,4.0,492.0,90254
96,zamora-brothers-los-angeles-4,['mexican'],Los Angeles,ubmaByG0l7ybajMh2Dvykg,34.05257,-118.21983999999999,1,4.5,70.0,90033
97,zamora-brothers-los-angeles,"['meats', 'mexican']",Los Angeles,l3xAzuStNkG6yuYyqB5D0A,34.04473,-118.27638,1,4.5,74.0,90015
98,zamora-bros-hawthorne,['mexican'],Hawthorne,sbD0I5A-n4jnpv4A9HsXUQ,33.92031,-118.34416999999999,1,4.5,33.0,90250
99,zamora-bros-compton,['mexican'],Compton,U_Zf3x6duIWnXInzIbgi8g,33.88842101,-118.20334790000001,1,4.5,31.0,90221
100,zam-zam-market-hawthorne,"['pakistani', 'halal']",Hawthorne,pVLXZN1VqGLnfTtfoqp-6Q,33.907875,-118.3614249,1,4.5,94.0,90250
101,zaky-mediterranean-grill-upland,"['mediterranean', 'vegetarian']",Upland,6p7W_fTT9vztFJsrp0cxwg,34.10739,-117.6658,2,3.5,210.0,91786
102,zaky-mediterranean-grill-claremont,"['mediterranean', 'vegetarian']",Claremont,6igAp6zLs6DDB371A-Sg7w,34.08108,-117.71878000000001,2,3.5,201.0,91711
103,zaiqa-grill-downey,"['indpak', 'halal', 'pakistani']",Downey,go_b5pqxv_0B1pWBVdi7kg,33.91695,-118.13923,1,4.5,455.0,90242
104,zahle-restaurant-north-hollywood,['lebanese'],North Hollywood,GC80WTCoa5YGHVV0H7HG0Q,34.186292,-118.41454099999999,2,4.0,216.0,91606
105,zafran-pot-culver-city,"['indpak', 'halal', 'buffets']",Culver City,hQp4-qevJC8AfHpWwLvWMg,34.020082099999996,-118.4041261,2,4.5,418.0,90232
106,zacatecas-restaurant-hawthorne,"['latin', 'mexican', 'seafood']",Hawthorne,iXyQ4t0E-bpiwG3uGJqUtw,33.906562,-118.361475,2,4.5,2250.0,90250
107,zacatecas-bar-los-angeles,['sportsbars'],Los Angeles,6Ad8gZqeaA93FVmG05Pjcg,33.982227,-118.27800800000001,4,3.0,3.0,90003
108,zabon-ramen-torrance-torrance,"['ramen', 'izakaya', 'beerbar']",Torrance,gTJYJ2I0_QsydQodB7zqSg,33.83111340438,-118.307861540177,2,4.0,235.0,90501
109,zabies-santa-monica,['tradamerican'],Santa Monica,bPu6AQIkONEHrga1HVGqcw,34.0201539,-118.45395390000002,2,4.0,254.0,90405
110,zaatar-factory-and-bakery-burbank-2,"['mideastern', 'bakeries', 'desserts']",Burbank,EZ11bMUPvzeZPVXdZmQBBg,34.2039169,-118.3358545,1,4.5,132.0,91504
111,z-sushi-alhambra-4,"['sushi', 'japanese']",Alhambra,rQ5At7jcMar0YhTP3N4abg,34.105709999999995,-118.13425,2,3.5,339.0,91801
112,z-pastabar-santa-monica,"['pastashops', 'french', 'italian']",Santa Monica,9RGC9jruRusHYcD9mrIi_Q,34.0131951805912,-118.494161143899,2,3.0,42.0,90401
113,z-garden-santa-monica,"['mediterranean', 'mideastern', 'greek']",Santa Monica,avoCoHA8cjT7SJOtpY_0_g,34.02171,-118.46473999999999,2,3.5,940.0,90405
114,z-and-j-taqueria-los-angeles,['mexican'],Los Angeles,3cIWW_QNNqKEJFWYPqsRpw,34.1871185,-118.44887539999999,1,4.0,6.0,91401
115,yxta-cocina-mexicana-los-angeles,"['mexican', 'bars']",Los Angeles,b1CxnE2kErynRw9PQ8G_9Q,34.03908028,-118.2404277,2,4.0,1082.0,90021
116,yuzu-shabu-cerritos,"['japanese', 'asianfusion', 'hotpot']",Cerritos,J16ScQnP0DRBEYS8zACyOA,33.857285901433805,-118.08911668769699,2,4.0,1003.0,90703
117,yuris-restaurant-los-angeles,['mexican'],Los Angeles,jYJ84JAmEi0xJ02w7_8-vA,34.02088,-118.15803999999999,1,4.5,21.0,90022
118,yupdduk-olympic-los-angeles,['korean'],Los Angeles,OfuhjR6aLK51FH0QMSsC0w,34.05239,-118.30447,2,4.0,329.0,90006
119,yupdduk-cerritos-cerritos-2,"['korean', 'asianfusion']",Cerritos,E14PnJMiVFEvGZQGF42uQQ,33.8733049,-118.07101609999998,2,4.5,1121.0,90703
120,yup-dduk-la-los-angeles,['korean'],Los Angeles,DrToq9357afdpOyO5w0Y5w,34.064009000000006,-118.3007013,2,4.5,1963.0,90020
121,yunnan-restaurant-monterey-park-3,"['chinese', 'noodles']",Monterey Park,PWdsdLZibHa3gqVb8CrLyQ,34.0650454112463,-118.123114765438,2,3.5,380.0,91754
122,yunnan-garden-hacienda-heights,['chinese'],Hacienda Heights,V5Am9riUgIhvVwKFi--2jg,34.008467123102,-117.96421291048,2,3.0,155.0,91745
123,yungui-garden-monterey-park,['chinese'],Monterey Park,YUQDcDR57jTDeIv6ap2RYQ,34.06773821,-118.12340390000001,3,2.5,3.0,91754
124,yung-ho-cafe-san-gabriel-2,"['taiwanese', 'chinese', 'breakfast_brunch']",San Gabriel,zO8V4fi49QQMn4Sa_0OS9g,34.081429,-118.08478500000001,1,3.0,263.0,91776
125,yunas-bob-los-angeles-2,"['foodtrucks', 'tacos', 'sandwiches']",Los Angeles,nuizIroTT4lDKOddX0-_-A,34.00535,-118.47979,2,4.0,12.0,90405
126,yun-nan-168-san-gabriel,['chinese'],San Gabriel,6J_4QelYHplaLHzof1VEyg,34.0808486938477,-118.09032440185499,1,3.0,4.0,91776
127,yummysweets-and-gifts-torrance,"['desserts', 'cupcakes', 'pretzels']",Torrance,XVDkjzi-qY9e5FRQlYRG2g,33.83332,-118.32133999999999,1,5.0,1.0,90501
128,yummys-beverly-hills,['cafes'],Beverly Hills,RVZz-GeS1WloGZ1tKGvMlA,34.0695439,-118.3836351,1,5.0,67.0,90211
129,yummy-tea-house-alhambra,['tea'],Alhambra,jnTco_vo22DBSHUpZdH60g,34.0784176,-118.12873970000001,1,3.5,2.0,91803
130,yummy-spicy-mama-south-el-monte,['chinese'],South El Monte,za2IFIMymCD3mnoAjI2CoQ,34.05839,-118.06481000000001,2,3.0,2.0,91733
131,yummy-house-brea-3,"['sushi', 'ramen', 'beerbar']",Brea,eakPP4bpCFLDl0d3GeU-1A,33.9194,-117.89841000000001,2,3.5,252.0,92821
132,yummy-grill-northridge,"['tradamerican', 'foodstands', 'hotdog']",Northridge,fZmGs0Aec4SUex42QSfi1w,34.2365799,-118.560997,1,5.0,3.0,91324
133,yummy-donuts-palmdale-3,"['donuts', 'juicebars', 'sandwiches']",Palmdale,SD4R7Yhdzn-TDRKHC2mqCg,34.5799851,-118.0877173,1,4.5,21.0,93550
134,yummy-donuts-baldwin-park,"['donuts', 'coffee', 'sandwiches']",Baldwin Park,Rt4wQ2-zpXEu47u60rcD8g,34.067637,-117.964509,1,4.5,10.0,91706
135,yummy-donuts-and-croissants-arleta,"['bakeries', 'donuts']",Arleta,U920fUBnlnVoPE072sNgFA,34.24256,-118.42602,1,3.0,8.0,91331
136,yummy-cupcakes-burbank,"['desserts', 'cupcakes']",Burbank,aa08XANVdl1tOTFt_fqr6A,34.17008,-118.33941000000002,2,3.5,877.0,91505
137,yummy-crepe-stand-los-angeles,"['streetvendors', 'creperies']",Los Angeles,xFMzCotq4cURN37cvTr9eQ,34.078742980956996,-118.26375579834,1,4.5,3.0,90026
138,yummy-com-los-angeles-37,"['beer_and_wine', 'grocery', 'delis']",Los Angeles,tRX3uJkXCxMy7OM71do4TA,34.05441,-118.40175,2,3.0,40.0,90035
139,yummy-china-hawaiian-gardens,['chinese'],Hawaiian Gardens,3nfZkIznzolZ4hC6dElFdg,33.83165379999999,-118.065449,1,4.0,195.0,90716
140,yummy-cafe-walnut-2,"['taiwanese', 'chinese']",Walnut,-6QKWoyea2_KbsK1C4k0vw,34.01408970000001,-117.8602764,1,3.5,41.0,91789
141,yummy-bbq-monterey-park,"['bbq', 'chinese']",Monterey Park,INmc2ef52R1JztwOgLVKYg,34.06218,-118.12159,2,3.0,32.0,91755
142,yummie-tree-cafe-torrance,"['breakfast_brunch', 'cafes']",Torrance,l0NQaufQZctovq8K7ouphQ,33.85751,-118.3154,1,4.0,38.0,90504
143,yummie-sandwich-and-food-to-go-los-angeles,['sandwiches'],Los Angeles,g5RWM8W6aidcDhnghUq50w,34.06284714,-118.2375412,1,4.0,11.0,90012
144,yummi-chinese-fast-food-el-monte,"['chinese', 'hotdogs', 'soup']",El Monte,QnQ1PNfnc9MTNsokXiUP7g,34.0779979,-118.0499656,1,4.0,53.0,91731
145,yumis-teriyaki-venice,['japanese'],Venice,7gTmxkRXZV9kZiVJEWVgzg,33.98850632,-118.4747543,1,3.5,11.0,90291
146,yume-house-pho-pomona,['vietnamese'],Pomona,bHDCIL4Nv9KY_jYzJO4ESA,34.0586172103195,-117.749258537148,1,4.0,90.0,91766
147,yum-yum-shave-ice-los-angeles-2,"['shavedice', 'foodstands']",Los Angeles,Tub-psQGYAjbtny6MnfQmg,34.07704926,-118.258873,1,5.0,2.0,90026
148,yum-yum-donuts-whittier-2,"['donuts', 'coffee', 'sandwiches']",Whittier,qBNyJQHJPg3gk_cWma-aNw,33.93976192,-118.04523789999999,1,2.5,23.0,90605
149,yum-yum-donuts-whittier,"['donuts', 'coffee', 'sandwiches']",Whittier,D15nzlarw5qappHIIip7Qg,33.9919291631664,-118.067652834798,1,3.5,16.0,90606
150,yum-yum-donuts-van-nuys,"['donuts', 'coffee', 'sandwiches']",Van Nuys,PwpwA0uyRL1qSgQslPVx4Q,34.201538,-118.447166,1,4.0,34.0,91405
151,yum-yum-donuts-torrance-2,"['donuts', 'sandwiches', 'coffee']",Torrance,Z7cJd_a6fIWSL6OECC1JWA,33.857820000000004,-118.363175,1,2.5,36.0,90503
152,yum-yum-donuts-torrance,"['donuts', 'coffee', 'sandwiches']",Torrance,kTUvH6XVA_Zgu4EYOyOrdQ,33.87387458,-118.3436139,1,2.5,34.0,90504
153,yum-yum-donuts-sylmar,"['donuts', 'coffee', 'sandwiches']",Sylmar,0j4hogPis4cfFRUuOf9kTg,34.31012726,-118.4276962,1,2.0,81.0,91342
154,yum-yum-donuts-sunland,"['donuts', 'coffee', 'sandwiches']",Sunland,3xC5t_gcvRClxqSlaFxC_Q,34.259937,-118.323329,1,3.5,37.0,91040
155,yum-yum-donuts-south-gate-2,"['donuts', 'coffee', 'sandwiches']",South Gate,Prhii-gFfZy9VHRMP5Wz_g,33.929653,-118.16426640000002,1,2.5,15.0,90280
156,yum-yum-donuts-sepulveda,"['donuts', 'coffee', 'sandwiches']",Sepulveda,AxC4V-NaJ-A5-h_CN3t9CQ,34.23594,-118.48478,1,2.5,43.0,91344
