,alias,category,city,id,latitude,longitude,price,rating,review_count,zip_code,ave_agi
0,いざかや-おせん-izakaya-osen-los-angeles,"['sushi', 'izakaya', 'seafood']",Los Angeles,us0WnDOySVXXXwCqs0AaCw,34.08319167,-118.273245,2,4.5,651.0,90026.0,44.19129737
1,yummy-crepe-stand-los-angeles,"['streetvendors', 'creperies']",Los Angeles,xFMzCotq4cURN37cvTr9eQ,34.078742980956996,-118.26375579834,1,4.5,3.0,90026.0,44.19129737
2,yum-yum-shave-ice-los-angeles-2,"['shavedice', 'foodstands']",Los Angeles,Tub-psQGYAjbtny6MnfQmg,34.0770492553711,-118.25887298584,1,5.0,2.0,90026.0,44.19129737
3,yoga-urt-los-angeles,"['icecream', 'juicebars', 'vegan']",Los Angeles,vsRKNraKeeddoOXL2btQ5A,34.07768783,-118.265555,1,4.5,46.0,90026.0,44.19129737
4,yami-yaki-los-angeles-2,['teppanyaki'],Los Angeles,Bcp6NEv7CGTOtnIgvo6Unw,34.07791683,-118.26352267,1,4.5,74.0,90026.0,44.19129737
5,yakuza-sushi-los-angeles-3,"['sushi', 'japanese', 'wine_bars']",Los Angeles,yFEqBhIr_YtAibpyBzQKtw,34.089359401834805,-118.268309100123,2,4.0,160.0,90026.0,44.19129737
6,woon-los-angeles,['chinese'],Los Angeles,sgqhqcRGuioPSNCVKA-PZg,34.0741838,-118.2793993,2,4.5,158.0,90026.0,44.19129737
7,woodcat-coffee-bar-los-angeles-3,['coffee'],Los Angeles,9MnQ_xR8qAFEzVUWkPdKvA,34.076196460626605,-118.25645538123,2,4.0,245.0,90026.0,44.19129737
8,wood-los-angeles-7,"['pizza', 'italian', 'wine_bars']",Los Angeles,F2W1R7yIvSOqD1xH_F1cZA,34.08292,-118.27289,2,4.0,643.0,90026.0,44.19129737
9,vanillablack-los-angeles,['coffee'],Los Angeles,hu_bFalIX0VijV-Kl88R8w,34.0780878657934,-118.25999563336799,2,5.0,48.0,90026.0,44.19129737
10,valerie-confections-los-angeles-4,"['coffee', 'bakeries', 'newamerican']",Los Angeles,rc1rLqPE0j06aW7CR-McpQ,34.083369253989396,-118.25455186831499,2,4.0,138.0,90026.0,44.19129737
11,united-bread-and-pastry-los-angeles,"['bakeries', 'filipino']",Los Angeles,eEpvCtDpzg__Ceeqk_qYqQ,34.09045,-118.27698999999998,1,4.0,108.0,90026.0,44.19129737
12,tsubaki-los-angeles-5,['izakaya'],Los Angeles,Aq1vM8LCcb8mdpCOKCdlsw,34.07267,-118.25178,3,4.0,219.0,90026.0,44.19129737
13,triniti-los-angeles,"['coffee', 'cafes', 'breakfast_brunch']",Los Angeles,s0q-Li3-UkvmJQgCTIfZTw,34.077642,-118.2597713,2,4.5,87.0,90026.0,44.19129737
14,tribal-cafe-los-angeles,"['juicebars', 'delis']",Los Angeles,hCK62V2SW6nRoR0NK9E88g,34.06876,-118.26261,1,4.5,729.0,90026.0,44.19129737
15,trencher-los-angeles-2,"['sandwiches', 'tradamerican', 'burgers']",Los Angeles,fXM8bctfUDmzmlzZC4oGBA,34.0759416790591,-118.25410000852301,2,4.0,320.0,90026.0,44.19129737
16,tierra-mia-coffee-los-angeles-2,"['coffee', 'bakeries', 'coffeeroasteries']",Los Angeles,mJ5-uwF_PXPK2xihYw2N9A,34.078140000000005,-118.26284,1,4.0,567.0,90026.0,44.19129737
17,thirsty-crow-los-angeles,['bars'],Los Angeles,96SdIYVwMGRYSKOucSh7tQ,34.0837999,-118.2737,2,4.0,707.0,90026.0,44.19129737
18,the-silver-lake-house-los-angeles,"['thai', 'asianfusion']",Los Angeles,TmDZlfdPWgvQvXrZZcDiGA,34.09026,-118.26783,2,4.5,138.0,90026.0,44.19129737
19,the-short-stop-los-angeles,"['divebars', 'lounges', 'danceclubs']",Los Angeles,NoKYErEO07D0COkPenL10w,34.075295200000006,-118.2536317,1,3.5,888.0,90026.0,44.19129737
20,the-semi-tropic-los-angeles,"['bars', 'breakfast_brunch', 'diners']",Los Angeles,h3KzTYozazMtdhS8C1qBXg,34.07998,-118.25979,2,4.5,385.0,90026.0,44.19129737
21,the-satellite-los-angeles,"['bars', 'musicvenues']",Los Angeles,BSwjpBfATKPnhRGOmCf6vg,34.089882,-118.2682356,2,3.5,180.0,90026.0,44.19129737
22,the-parks-finest-los-angeles,"['bbq', 'filipino', 'newamerican']",Los Angeles,eNPaF_hVdpxMkzyq9kenYQ,34.0665313022035,-118.254266053011,2,4.0,2006.0,90026.0,44.19129737
23,the-park-los-angeles,['newamerican'],Los Angeles,IygcFrP7yIComDXZKxDasg,34.074265000000004,-118.252278,2,4.0,752.0,90026.0,44.19129737
24,the-holloway-los-angeles,"['tradamerican', 'sportsbars']",Los Angeles,t3tEurb20KwPc4bFeuzVDQ,34.07727,-118.2567,2,3.5,160.0,90026.0,44.19129737
25,the-habit-burger-grill-los-angeles-20,"['salad', 'burgers', 'sandwiches']",Los Angeles,1fAnrUJOTGV4ZwP5WBrlsw,34.077040000000004,-118.26469,1,4.0,101.0,90026.0,44.19129737
26,the-echo-los-angeles,"['musicvenues', 'lounges', 'divebars']",Los Angeles,mzO5Ib2H4ffBmr5jpNDeQg,34.0775756835938,-118.260078430176,2,3.5,432.0,90026.0,44.19129737
27,tamales-alberto-los-angeles-2,['mexican'],Los Angeles,f-1shORInoTnFOXf6qq8Ww,34.068347,-118.2625568,1,4.5,310.0,90026.0,44.19129737
28,takumas-burger-los-angeles-2,"['burgers', 'foodtrucks']",Los Angeles,SrdFi1FU6AKNHeFpKtUg1A,34.0771,-118.259,1,4.5,66.0,90026.0,44.19129737
29,taix-french-country-cuisine-los-angeles,['french'],Los Angeles,Fcxm2Wnz8lLDi6doGcAMTw,34.0782765,-118.2614713,2,4.0,809.0,90026.0,44.19129737
30,taix-321-lounge-los-angeles-2,['lounges'],Los Angeles,KDHlS9X2acBGBstiRWW0Vw,34.07824,-118.26108,2,4.0,96.0,90026.0,44.19129737
31,tacos-mexico-los-angeles,['mexican'],Los Angeles,9IwD44Q0z9onNIyr6q64_g,34.082695171237,-118.259922489524,1,3.0,83.0,90026.0,44.19129737
32,tacos-delta-los-angeles,['mexican'],Los Angeles,j63ipopHrhHHnoy9Ac5m0g,34.0908699035645,-118.27921295166,1,4.0,565.0,90026.0,44.19129737
33,tacos-arizas-los-angeles,"['mexican', 'foodtrucks']",Los Angeles,ZNL76QlAzJjYjBc6ALM5Gg,34.07705,-118.25887,1,4.0,213.0,90026.0,44.19129737
34,tacos-arabes-taco-truck-los-angeles,['mexican'],Los Angeles,OurQD4GsApgFHTt7YPWCCA,34.0769585967064,-118.258563950658,1,4.5,8.0,90026.0,44.19129737
35,taco-zone-los-angeles,"['mexican', 'foodtrucks']",Los Angeles,4Eq3-d9PQKRsx7lBUfjPUA,34.0807756721835,-118.261483535171,1,4.5,653.0,90026.0,44.19129737
36,taco-bell-los-angeles-45,"['tex-mex', 'hotdogs', 'mexican']",Los Angeles,VbgasntfkT-zTKJTF4YCcw,34.079716,-118.259895,1,2.0,30.0,90026.0,44.19129737
37,sweetfin-poké-los-angeles-7,"['poke', 'japanese', 'gluten_free']",Los Angeles,IzR3T3mESJlnJIDTTpztZQ,34.0845506,-118.27460390000002,2,4.0,102.0,90026.0,44.19129737
38,sunset-beer-company-los-angeles,"['beer_and_wine', 'wine_bars']",Los Angeles,M--hANCBq8EqR4in8CnPew,34.0755693192187,-118.255361068726,2,4.5,359.0,90026.0,44.19129737
39,subway-restaurants-los-angeles-77,"['sandwiches', 'hotdogs']",Los Angeles,cT9okZSr2HIUuBxAXexYAg,34.0791350395367,-118.2687027,1,3.5,15.0,90026.0,44.19129737
40,street-level-cafe-los-angeles,"['cafes', 'breakfast_brunch', 'salad']",Los Angeles,bs1e_IRYZcu__zo3gsrKsQ,34.0774076981254,-118.26075767619699,2,4.5,225.0,90026.0,44.19129737
41,stories-books-and-cafe-los-angeles,"['bookstores', 'coffee']",Los Angeles,PqKxehCDLo7rrbBBz7zKBQ,34.077356,-118.259051,1,4.0,386.0,90026.0,44.19129737
42,sticky-rice-echo-park-los-angeles,['thai'],Los Angeles,YcTr0RDHTR1uLjfwL5mEkw,34.07799,-118.25937,2,3.5,125.0,90026.0,44.19129737
43,starbucks-reserve-los-angeles-7,['coffee'],Los Angeles,D4dSsk0Z8-CvCe2uEJ4fKA,34.077169,-118.26474,1,3.5,139.0,90026.0,44.19129737
44,spoon-and-pork-los-angeles,['filipino'],Los Angeles,kornX_GAu5kTX5ALefTpFw,34.0853518,-118.2745658,2,4.5,124.0,90026.0,44.19129737
45,spain-restaurant-los-angeles-2,"['spanish', 'argentine']",Los Angeles,iL8MyuLn1CdZb6Y9i-2eLw,34.08948,-118.25886,2,3.5,217.0,90026.0,44.19129737
46,silverlake-ramen-los-angeles,"['ramen', 'sushi', 'noodles']",Los Angeles,jaLRtJ7YGYcCszfiBFxoHQ,34.0835268538041,-118.273676509195,2,4.0,3120.0,90026.0,44.19129737
47,silverlake-ramen-2go-los-angeles-2,['ramen'],Los Angeles,uf5cJfhUJi323sGPVzZb5g,34.0780085,-118.2663599,2,3.5,84.0,90026.0,44.19129737
48,silverlake-lounge-los-angeles,['lounges'],Los Angeles,d9Fow9oMmrXOaNZrSpFyfg,34.08283,-118.27369,1,3.0,181.0,90026.0,44.19129737
49,shreebs-coffee-los-angeles,"['catering', 'coffee']",Los Angeles,BdIz2OUyne3MlYfcLey63w,34.0874499,-118.26003,1,4.5,98.0,90026.0,44.19129737
50,señor-fish-los-angeles-6,"['mexican', 'seafood', 'bars']",Los Angeles,dKVIKCk_hXw01ivIvWGEcQ,34.0773897069776,-118.258504271507,2,3.0,226.0,90026.0,44.19129737
51,scout-los-angeles-5,"['cafes', 'coffee', 'sandwiches']",Los Angeles,L-p6J-tSWPC5btsqDmpgOA,34.09074329999999,-118.277879159813,2,4.0,43.0,90026.0,44.19129737
52,sawyer-los-angeles,"['newamerican', 'breakfast_brunch', 'seafood']",Los Angeles,Bjkw0oRy1STaCJmv5EZ0Mw,34.0905727,-118.2778757,2,4.0,663.0,90026.0,44.19129737
53,same-same-los-angeles,"['wine_bars', 'thai']",Los Angeles,Zub7WJxbguc1I5YRWKKDfQ,34.082353999999995,-118.27228,2,4.0,223.0,90026.0,44.19129737
54,sage-plant-based-bistro-and-brewery-echo-park-los-angeles-2,"['vegan', 'brewpubs']",Los Angeles,L3YM8cAda9L_t_j-2C4ufA,34.077123,-118.25871399999998,2,4.0,2167.0,90026.0,44.19129737
55,roots-and-rye-los-angeles-3,"['acaibowls', 'juicebars', 'vegan']",Los Angeles,teOH2ATgXmnGGREl05EMbg,34.07716,-118.264675,1,5.0,148.0,90026.0,44.19129737
56,roo-coffee-los-angeles-2,"['coffee', 'breakfast_brunch', 'cafes']",Los Angeles,qmNUsjhEmM1xIv-xtWNpPw,34.0906793,-118.2771723,2,4.5,108.0,90026.0,44.19129737
57,rodeo-mexican-grill-los-angeles,"['mexican', 'fooddeliveryservices', 'cocktailbars']",Los Angeles,4dGt-8wBw449e2e1nIj8MA,34.0777138,-118.2589755,2,3.0,360.0,90026.0,44.19129737
58,reggies-deli-and-cafe-los-angeles,"['bagels', 'sandwiches', 'breakfast_brunch']",Los Angeles,2XQf1Mrj-0R8wDiX5nvx-w,34.077879158787496,-118.261265406746,1,4.5,313.0,90026.0,44.19129737
59,randyland-los-angeles,"['localflavor', 'galleries']",Los Angeles,NdGZjoiNG0cMNnk8HODoNw,34.083685278083,-118.255994059145,1,5.0,57.0,90026.0,44.19129737
60,ramen-tatsunoya-los-angeles-2,"['ramen', 'noodles']",Los Angeles,NNayFhITG-6Lfbc4pCLr0A,34.08828,-118.27661,2,4.0,54.0,90026.0,44.19129737
61,rafas-lounge-los-angeles,['lounges'],Los Angeles,2uoUEYPqrGjMfxnk2cedng,34.0777621,-118.2596889,1,4.5,12.0,90026.0,44.19129737
62,pupuseria-menchita-los-angeles,['salvadoran'],Los Angeles,qRixgowAWx3_6nbHUnpFCA,34.06327,-118.26351,1,3.5,53.0,90026.0,44.19129737
63,pollen-los-angeles-2,"['breakfast_brunch', 'newamerican', 'beer_and_wine']",Los Angeles,ALUAIZZrhELXUQIKfi52yA,34.08957,-118.24977,2,4.0,375.0,90026.0,44.19129737
64,pizza-buona-los-angeles-2,"['pizza', 'italian', 'sandwiches']",Los Angeles,i19CwmeDTZw9Zqmr6TUhXg,34.0759909,-118.2640973,2,4.0,477.0,90026.0,44.19129737
65,pine-and-crane-los-angeles,"['taiwanese', 'chinese', 'bubbletea']",Los Angeles,ohosmz6FXVAeoW5nUkYwng,34.0905963760163,-118.27717208400499,2,4.5,2152.0,90026.0,44.19129737
66,pho-cafe-los-angeles,['vietnamese'],Los Angeles,BedKHD1gtsnsWlVzXVeXNw,34.082710720348395,-118.27232227863199,2,3.5,1349.0,90026.0,44.19129737
67,pazzo-gelato-los-angeles,"['icecream', 'gelato']",Los Angeles,ZLhWj4S_v6JeWVWdEqg6mA,34.0916898,-118.279471,1,4.5,900.0,90026.0,44.19129737
68,patra-burgers-on-sunset-los-angeles,['burgers'],Los Angeles,Q85kJNtWNQrH7DoZgizzRg,34.0758590698242,-118.256187438965,1,4.0,157.0,90026.0,44.19129737
69,ostrich-farm-los-angeles,"['bars', 'newamerican']",Los Angeles,nUT0BaARIUa1I_qV39mj9A,34.07639,-118.25579,2,4.0,444.0,90026.0,44.19129737
70,ostioneria-colima-los-angeles-3,"['mexican', 'seafood']",Los Angeles,o-8dae13E3VTE7TVGoVj0Q,34.0710601806641,-118.267127990723,1,3.0,34.0,90026.0,44.19129737
71,ohana-superette-los-angeles,"['hawaiian', 'seafood']",Los Angeles,dOyEWOtr3h7kkyMQwWwDFA,34.08254,-118.273196,2,4.0,184.0,90026.0,44.19129737
72,of-aire-los-angeles,"['newamerican', 'mideastern', 'vegetarian']",Los Angeles,Rb0nwtPIWu1kRN22Ap0EtQ,34.0891878391892,-118.276820991476,2,5.0,5.0,90026.0,44.19129737
73,night-market-song-los-angeles-2,"['thai', 'wine_bars']",Los Angeles,hOHWu75whwn2hSc2HvRc6w,34.0869930418948,-118.275715286631,2,4.0,1001.0,90026.0,44.19129737
74,my-moms-bakeshop-los-angeles,"['bakeries', 'filipino']",Los Angeles,J6MO1BfKu-uQfmzvBRS9DA,34.071471,-118.27306000000002,1,4.0,51.0,90026.0,44.19129737
75,muddy-paw-coffee-company-los-angeles-2,"['coffee', 'bakeries']",Los Angeles,jVnRWcDoEwtUl5Bj0gms9w,34.087195,-118.275658,2,4.5,253.0,90026.0,44.19129737
76,ms-donuts-los-angeles,"['donuts', 'sandwiches', 'coffee']",Los Angeles,abHewSmVZUlVs_syOCU7Vw,34.07976,-118.26054,1,4.5,83.0,90026.0,44.19129737
77,moon-juice-los-angeles,"['juicebars', 'coffee', 'healthmarkets']",Los Angeles,NZpX4f4rHMmyWZTpb-XJ1Q,34.08259,-118.27228,2,4.0,127.0,90026.0,44.19129737
78,montys-good-burger-los-angeles-6,"['burgers', 'vegan']",Los Angeles,0KicdACooH2zW9c7XWmR9Q,34.07645,-118.25591,2,4.5,92.0,90026.0,44.19129737
79,moms-donut-and-chinese-food-to-go-los-angeles,"['chinese', 'donuts', 'breakfast_brunch']",Los Angeles,DtBO95Xuyx4JtEwX_wVTQg,34.078554600000004,-118.2790659,1,4.0,36.0,90026.0,44.19129737
80,mohawk-bend-los-angeles,"['beerbar', 'pizza', 'newamerican']",Los Angeles,NffHWFzlhlsPvl06guR2gQ,34.0775496584095,-118.26473220715499,2,4.0,2373.0,90026.0,44.19129737
81,millies-cafe-los-angeles,"['diners', 'breakfast_brunch']",Los Angeles,v_QZxQO1BCKzN-8Rnc_u_w,34.089290000000005,-118.27693,2,4.0,989.0,90026.0,44.19129737
82,milk-los-angeles-6,"['desserts', 'icecream']",Los Angeles,l6DhrojlmI6qNtb2aCs1nw,34.0890402394026,-118.268925043946,2,4.0,695.0,90026.0,44.19129737
83,mh-zh-los-angeles,"['mediterranean', 'steak', 'tapasmallplates']",Los Angeles,E3FcxLk7-HQqbdQKr7cd0A,34.089290000000005,-118.27693,2,4.5,392.0,90026.0,44.19129737
84,mcdonalds-los-angeles-80,"['hotdogs', 'burgers', 'coffee']",Los Angeles,CA4xJZ3Qmn8wrGmNdxrfRw,34.080599,-118.26063899999998,1,2.0,82.0,90026.0,44.19129737
85,mcdonalds-los-angeles-49,"['hotdogs', 'burgers', 'coffee']",Los Angeles,gqG1BiNRp43r5FqiFv2-Qg,34.0705721595307,-118.268211185932,1,2.0,74.0,90026.0,44.19129737
86,mayas-tacos-market-los-angeles,"['mexican', 'salvadoran', 'soup']",Los Angeles,3plBRIoQ8N3Bdlxm3jnbhw,34.083385467529304,-118.259506225586,1,4.0,157.0,90026.0,44.19129737
87,maurys-los-angeles,['bagels'],Los Angeles,G_9bJGizhgFzElrHSrOwXw,34.076918,-118.2757196,2,4.5,87.0,90026.0,44.19129737
88,matchabar-los-angeles,"['coffee', 'vegan', 'breakfast_brunch']",Los Angeles,v4uT__sM7YZA7fCDzmYFYA,34.0894171500353,-118.27683952415,1,3.5,162.0,90026.0,44.19129737
89,masa-of-echo-park-los-angeles,"['newamerican', 'pizza', 'salad']",Los Angeles,CbW8U0QAwh5XRkaLt0xNZA,34.077585,-118.259599,2,4.0,4023.0,90026.0,44.19129737
90,marielas-taco-los-angeles-2,['mexican'],Los Angeles,fiNsYM1eA1oxred22tfpjA,34.07992,-118.26904,1,4.0,158.0,90026.0,44.19129737
91,lowboy-los-angeles-3,['cocktailbars'],Los Angeles,fETqhZO6YjM1VTWCJpT8VA,34.076324799999995,-118.25673059999998,2,4.5,69.0,90026.0,44.19129737
92,los-molcajetes-los-angeles,"['breakfast_brunch', 'salvadoran']",Los Angeles,4mt3ec22ROhEJAxhRV9Nfw,34.07329,-118.27742,1,3.5,210.0,90026.0,44.19129737
93,los-burritos-los-angeles,['mexican'],Los Angeles,4YJM3Tjp5ifkEktzG8FHvg,34.077133610844605,-118.25708135962499,1,3.0,65.0,90026.0,44.19129737
94,los-angeles-shave-ice-truck-los-angeles,"['icecream', 'shavedice', 'foodtrucks']",Los Angeles,IdvKPkAnraeMMj3q17yUbA,34.07663,-118.26483,1,4.5,25.0,90026.0,44.19129737
95,local-los-angeles,"['breakfast_brunch', 'mexican']",Los Angeles,xqbrjN9_jslGA5t3PQliVw,34.083817,-118.273853,2,4.0,812.0,90026.0,44.19129737
96,little-ongpin-beverly-los-angeles,"['filipino', 'chinese']",Los Angeles,7x2QSD9ikaxHwLuH6oOMbw,34.0645701846348,-118.26578022522699,1,3.5,47.0,90026.0,44.19129737
97,little-joy-los-angeles-2,"['divebars', 'poolhalls']",Los Angeles,Sg1A08eJJpu5mjMKdtrkEA,34.075794219970696,-118.254356384277,1,3.0,268.0,90026.0,44.19129737
98,little-caesars-pizza-los-angeles-43,"['pizza', 'hotdogs']",Los Angeles,81sbFRSQUhzhquoH7h1sIg,34.07764,-118.25713,1,3.0,41.0,90026.0,44.19129737
99,leos-tacos-truck-los-angeles-3,"['mexican', 'foodtrucks']",Los Angeles,5XZdMmOjLjvdZwgRzro6lQ,34.067768,-118.261123,1,4.0,327.0,90026.0,44.19129737
100,lento-market-los-angeles,"['vegan', 'bakeries', 'delis']",Los Angeles,lEx9XzKlUpAHWGgYNC1wqA,34.07101,-118.25093,1,5.0,66.0,90026.0,44.19129737
101,last-call-tacos-los-angeles-2,"['mexican', 'streetvendors']",Los Angeles,b6PB_Dwhs6dJ0qP_kCXSvw,34.0837999,-118.2737,1,5.0,19.0,90026.0,44.19129737
102,lassens-natural-foods-and-vitamins-los-angeles-2,"['vitaminssupplements', 'organic_stores', 'delis']",Los Angeles,RmV5P6tQ5i40un4N3_xZlQ,34.077735043341306,-118.25785332765699,2,3.0,212.0,90026.0,44.19129737
103,las-glorias-del-buen-comer-los-angeles,"['mexican', 'breakfast_brunch']",Los Angeles,Q_PILb8JeSm5CWh47DSTyw,34.078590000000005,-118.27815,1,4.0,205.0,90026.0,44.19129737
104,lark-cake-shop-los-angeles,"['desserts', 'bakeries', 'cupcakes']",Los Angeles,0_K1MtVTLHueiTq7AwaHnA,34.08753,-118.27546,2,4.0,827.0,90026.0,44.19129737
105,larchmont-bungalow-cafe-los-angeles,['cafes'],Los Angeles,puo151bPwqvTl46LYZyOsA,34.07718,-118.26406,2,4.5,256.0,90026.0,44.19129737
106,lamill-coffee-silverlake-los-angeles,['coffee'],Los Angeles,etpDBsakwree7-KJpGRXwQ,34.0888256541986,-118.26868748019501,2,3.5,1518.0,90026.0,44.19129737
107,lam-way-bakery-los-angeles,['bakeries'],Los Angeles,2S5ea_nqM7RcFLLsM3Wjhw,34.07325,-118.2517,1,4.5,9.0,90026.0,44.19129737
108,la-playita-siete-mares-los-angeles,['mexican'],Los Angeles,k3vo16JotxS0UWNJqcCypA,34.08558,-118.27455,1,4.0,93.0,90026.0,44.19129737
109,la-pergoletta-on-sunset-los-angeles-7,['italian'],Los Angeles,9g3WVqNG0-Y34To6J_9c9Q,34.08233,-118.27219,2,4.5,80.0,90026.0,44.19129737
110,l-and-e-oyster-bar-los-angeles,['seafood'],Los Angeles,Bzux14VeAPzlNTjc9dS7NQ,34.08902,-118.26905,3,4.0,608.0,90026.0,44.19129737
111,konbi-los-angeles,"['japanese', 'sandwiches', 'coffee']",Los Angeles,aeNCf7ks34JWnwaLIJmtBA,34.0754,-118.25369,2,3.5,308.0,90026.0,44.19129737
112,kombu-sushi-and-sake-los-angeles,"['japanese', 'sushi']",Los Angeles,kzsFMwDxA5U2M3C3QtGaNA,34.09094,-118.27802,2,4.0,247.0,90026.0,44.19129737
113,king-bowl-los-angeles,['chinese'],Los Angeles,S1WK6Ptg0j0gP9OJX9QaXw,34.0780540246664,-118.26639167909799,1,4.0,28.0,90026.0,44.19129737
114,kind-kreme-los-angeles-2,"['icecream', 'juicebars']",Los Angeles,62fCjWIVfBIAc9tBOnBW7Q,34.07705,-118.25888,2,3.5,122.0,90026.0,44.19129737
115,kien-giang-bakery-los-angeles,"['bakeries', 'customcakes', 'sandwiches']",Los Angeles,pdOUQItoKoKKelvcUvWcsA,34.0797500610352,-118.25586700439501,1,4.5,158.0,90026.0,44.19129737
116,kettle-black-los-angeles,"['italian', 'wine_bars', 'breakfast_brunch']",Los Angeles,mdPdWJvKCpOJhMqrFiQqWw,34.0907745,-118.2779437,2,3.5,382.0,90026.0,44.19129737
117,k-bakery-los-angeles,"['bakeries', 'mexican']",Los Angeles,5oG5qtCEfBQHe1SfP_2pXg,34.066074192524,-118.254081979394,1,4.0,128.0,90026.0,44.19129737
118,k-and-k-donuts-los-angeles,"['donuts', 'juicebars', 'sandwiches']",Los Angeles,ZVy2gPwX8cdnNk2sPdx9VQ,34.07782,-118.26373999999998,1,4.5,28.0,90026.0,44.19129737
119,jack-in-the-box-los-angeles-71,"['burgers', 'hotdogs', 'breakfast_brunch']",Los Angeles,qa01QqMZb1r3wWSYoJAVRQ,34.0860336053548,-118.259569108486,1,3.0,31.0,90026.0,44.19129737
120,ivans-cooking-los-angeles,['desserts'],Los Angeles,9iOn_N_SCU-vFOu2G8fDGA,34.0794034294222,-118.25868126137699,2,5.0,10.0,90026.0,44.19129737
121,its-thai-hometaurant-los-angeles,"['thai', 'asianfusion']",Los Angeles,gOmhSjyZqF9WXv_yFZAlvw,34.078571600000004,-118.2605345,2,3.5,525.0,90026.0,44.19129737
122,icy-rush-los-angeles-5,"['desserts', 'icecream', 'coffee']",Los Angeles,HF0UTvLCCeFwYvUfr5-nSQ,34.077248700000005,-118.26549140000002,2,4.5,137.0,90026.0,44.19129737
123,hot-dog-lady-los-angeles-3,"['foodstands', 'hotdog']",Los Angeles,M97EK0ga4dT9ldwHT3_i9Q,34.07509,-118.2535,1,4.5,66.0,90026.0,44.19129737
124,honey-hi-los-angeles,"['cafes', 'juicebars', 'breakfast_brunch']",Los Angeles,9T2bBH4n0_i7KhE0kPQiPw,34.0768811,-118.2580069,2,4.5,233.0,90026.0,44.19129737
125,hifi-kitchen-los-angeles,"['filipino', 'comfortfood']",Los Angeles,gY3McKZ54b8w_3yVU2qQPg,34.06467,-118.2650419,1,4.5,43.0,90026.0,44.19129737
126,hey-hey-los-angeles,"['coffee', 'tea', 'bubbletea']",Los Angeles,3T2-MzYwV1SFIJQn8pzaNg,34.0767552,-118.2565846,1,4.5,192.0,90026.0,44.19129737
127,heavy-hitterz-street-food-los-angeles,['streetvendors'],Los Angeles,iV6IEVyTKEJxAbSP4o0S4Q,34.0771,-118.259,2,5.0,2.0,90026.0,44.19129737
128,hard-times-pizza-los-angeles-2,"['pizza', 'salad', 'italian']",Los Angeles,YDn6HHTNJF_Q79fP0mEKQw,34.078532,-118.2604251,1,4.0,213.0,90026.0,44.19129737
129,happy-toms-restaurant-los-angeles-2,"['mexican', 'tradamerican']",Los Angeles,6wdV9W6HzstpWTrfzGYEBg,34.077955200000005,-118.2596051,1,3.5,149.0,90026.0,44.19129737
130,guisados-los-angeles-3,['mexican'],Los Angeles,BDRVlHnK4l0T0ANb7M-Eqg,34.0702395145121,-118.250448424643,1,4.5,2012.0,90026.0,44.19129737
131,gold-room-los-angeles,"['cocktailbars', 'sportsbars', 'beerbar']",Los Angeles,ztwtTL6Ka1hPGvQHWsn2Eg,34.0764393,-118.2569678,1,3.5,655.0,90026.0,44.19129737
132,glowing-juices-vegan-market-los-angeles,"['healthmarkets', 'vegan', 'juicebars']",Los Angeles,w0I9nanolEl78D-m8bCvyg,34.0812581,-118.2547795,2,5.0,120.0,90026.0,44.19129737
133,gigis-bakery-and-café-los-angeles-2,"['bakeries', 'cuban', 'cafes']",Los Angeles,fMuuhCBLbcTvu-qZ6ObmfQ,34.0706246,-118.2695113,1,4.0,663.0,90026.0,44.19129737
134,freedmans-los-angeles,"['cocktailbars', 'venues', 'breakfast_brunch']",Los Angeles,hsg7A_rxF-G4Zp0TgAsIfw,34.08052,-118.26991,2,4.0,188.0,90026.0,44.19129737
135,frankielucy-bakeshop-los-angeles,"['coffee', 'bakeries', 'desserts']",Los Angeles,ESDQZ5DiXAE9Cexq39tOpQ,34.084792,-118.274807,1,4.5,353.0,90026.0,44.19129737
136,forage-los-angeles,"['newamerican', 'salad', 'vegetarian']",Los Angeles,3e9GNOPdQH6SRxSPkw2FTQ,34.0914091,-118.2792034,2,4.0,784.0,90026.0,44.19129737
137,flore-vegan-cuisine-los-angeles-2,['vegan'],Los Angeles,t4W9SvZmYQhBM6jDEmeiKA,34.0912104093655,-118.279427202132,2,4.0,1166.0,90026.0,44.19129737
138,fat-dragon-los-angeles,"['chinese', 'noodles', 'coffee']",Los Angeles,JFc9t0vL5n2bMLvTwcWGOQ,34.08879,-118.27684,2,3.5,180.0,90026.0,44.19129737
139,elotero-de-echo-park-lake-los-angeles,['streetvendors'],Los Angeles,BD1-vlrTh-u5iGafy_cOlg,34.0733179274729,-118.26001200825,1,4.5,9.0,90026.0,44.19129737
140,elio-s-wood-fire-pizza-los-angeles,"['pizza', 'foodstands']",Los Angeles,3bcwe6fXqraCf3vThCGrxw,34.08031,-118.26966000000002,1,5.0,69.0,90026.0,44.19129737
141,elf-café-los-angeles-2,"['vegetarian', 'vegan', 'mediterranean']",Los Angeles,hafmNRWqoLKQ10dMVDh-yQ,34.077812,-118.264616,2,4.5,744.0,90026.0,44.19129737
142,el-siete-mares-los-angeles,"['seafood', 'tacos']",Los Angeles,052E2HI2Hy0FCoRlqYD3tA,34.08541,-118.27448,1,3.5,295.0,90026.0,44.19129737
143,el-prado-los-angeles,['bars'],Los Angeles,FeYrDlDJngA8IkzcCZ0aYQ,34.07799,-118.25937,2,4.0,305.0,90026.0,44.19129737
