,alias,category,city,id,latitude,longitude,price,rating,review_count,zip_code,ave_agi
3054,genghis-cohen-los-angeles-2,"['musicvenues', 'chinese', 'bars']",Los Angeles,yZeD7zryb6cczRLCromLFA,34.0845188,-118.3612451,2,3.5,520.0,90046.0,82.2665084
3055,galaxy-gallery-los-angeles-2,['coffee'],Los Angeles,HoqLBP_KyKnFVR4RHH1gcA,34.08324,-118.34718,2,5.0,1.0,90046.0,82.2665084
3056,galanga-thai-fusion-west-hollywood,['thai'],West Hollywood,IKkjFMyOTGeeak-VEJDnjw,34.090631,-118.3520775,2,4.0,710.0,90046.0,82.2665084
3057,fubar-west-hollywood,"['gaybars', 'karaoke']",West Hollywood,pMl7cbzhsM3SU17D9SERiQ,34.090540000000004,-118.36457,2,4.0,133.0,90046.0,82.2665084
3058,froma-on-melrose-los-angeles,"['wine_bars', 'newamerican', 'cheese']",Los Angeles,mIfBPK5arg4jAtwBytioZg,34.083525,-118.363209,2,4.5,276.0,90046.0,82.2665084
3059,fratelli-cafe-los-angeles,"['coffee', 'breakfast_brunch', 'sandwiches']",Los Angeles,fCfkMf27m2PcTWXLTrLM7Q,34.08321,-118.3464,2,4.5,1063.0,90046.0,82.2665084
3060,frankies-los-angeles-2,['italian'],Los Angeles,bSfdLm1ke0oFCUK7hiAQ_g,34.08323,-118.34724,2,4.0,414.0,90046.0,82.2665084
3061,formosa-cafe-west-hollywood-2,"['asianfusion', 'cocktailbars']",West Hollywood,JD6tyqraOsi5xF10J0KEwQ,34.09030433,-118.34603833,2,4.0,181.0,90046.0,82.2665084
3062,flavor-of-india-west-hollywood-4,['indpak'],West Hollywood,NC5jKdkiE_B0KghBiVxiuQ,34.09752,-118.36359,2,4.5,131.0,90046.0,82.2665084
3063,fish-eight-by-jinpachi-los-angeles,"['sushi', 'japanese']",Los Angeles,KlJMJyEGNR37n6--t3RjRQ,34.083318,-118.350532,2,4.0,69.0,90046.0,82.2665084
3064,fatburger-west-hollywood,"['burgers', 'hotdogs', 'tradamerican']",West Hollywood,Bakm2JpXhCFXW0V-6tK-yA,34.0905595,-118.3523904,2,3.5,212.0,90046.0,82.2665084
3065,fat-dog-los-angeles,"['newamerican', 'gastropubs']",Los Angeles,DSpuzm5hjpjHgo4yboaZ7g,34.0861279836519,-118.36172705072599,2,4.0,563.0,90046.0,82.2665084
3066,fala-bar-los-angeles,"['falafel', 'vegan', 'kosher']",Los Angeles,ZLFWmPcu6D6UBomUTpjJRg,34.0838803743991,-118.358774911268,2,4.5,329.0,90046.0,82.2665084
3067,enigma-coffee-los-angeles,"['coffee', 'bakeries', 'cafes']",Los Angeles,nhLoB0sORs3FWizIkI6WxQ,34.09831,-118.35969,2,4.5,49.0,90046.0,82.2665084
3068,employees-only-west-hollywood,"['cocktailbars', 'newamerican', 'lounges']",West Hollywood,ALF79fQM2QhMfsBhwPATng,34.0910009082559,-118.363145592593,2,4.0,250.0,90046.0,82.2665084
3069,electric-owl-los-angeles,"['newamerican', 'cocktailbars', 'breakfast_brunch']",Los Angeles,ly7L13OVHcSOm1JSuFwKwg,34.097646099535396,-118.352917253222,2,4.0,336.0,90046.0,82.2665084
3070,elderberries-threefold-cafe-los-angeles,"['vegan', 'gluten_free', 'coffee']",Los Angeles,qLgBR_VspXUyyKhCk5iG_A,34.0978951,-118.354408,2,4.0,387.0,90046.0,82.2665084
3071,el-pollo-loco-hollywood-5,"['hotdogs', 'mexican']",Hollywood,x5UYQkHv7tJcnc53g3nc6w,34.0978251,-118.366876,1,2.5,66.0,90046.0,82.2665084
3072,el-compadre-los-angeles-7,"['mexican', 'cocktailbars', 'seafood']",Los Angeles,1ZzhJds84q831qpnJC-ZFA,34.09769,-118.35205,2,3.5,1591.0,90046.0,82.2665084
3073,e-a-k-ramen-los-angeles-3,['ramen'],Los Angeles,oqLsYZSS_CFXfmh0yZDNdQ,34.0837585,-118.352546,2,4.0,340.0,90046.0,82.2665084
3074,dumpling-monster-west-hollywood-3,['chinese'],West Hollywood,shSWfUgyJI3YG73tJfND2Q,34.0907194,-118.349442,2,4.0,86.0,90046.0,82.2665084
3075,dominos-pizza-los-angeles-68,"['pizza', 'chicken_wings', 'sandwiches']",Los Angeles,keYziB0x-8I_yLl5_Idwfg,34.0976301,-118.348001,1,2.0,31.0,90046.0,82.2665084
3076,dirty-dog-cart-west-hollywood,['foodstands'],West Hollywood,-YpFpXW2fRK126XoQ8TpwQ,34.09304,-118.36031,1,4.0,2.0,90046.0,82.2665084
3077,diet-berry-44-los-angeles,['icecream'],Los Angeles,jp0o6e40NDYIwdiQisMt1w,34.0839,-118.35381,1,2.0,9.0,90046.0,82.2665084
3078,delilah-west-hollywood,"['newamerican', 'lounges']",West Hollywood,PJPubcB4oEtsqwnpu8SSJQ,34.0909402,-118.3636093,3,3.0,365.0,90046.0,82.2665084
3079,daphnes-west-hollywood,"['greek', 'mediterranean']",West Hollywood,8W8R8qQrtQdChBSVcFp0zQ,34.0904544634269,-118.34431785736,1,3.5,219.0,90046.0,82.2665084
3080,crossroads-los-angeles-3,"['vegan', 'mediterranean', 'breakfast_brunch']",Los Angeles,9xyjvSkidMTngtyZ6-Upaw,34.083420000000004,-118.37011,3,4.0,1969.0,90046.0,82.2665084
3081,crescent-city-cheesecakes-los-angeles-3,['bakeries'],Los Angeles,1YvdaxvQqZT1kB0ju_Mtsw,34.098173700000004,-118.3649973,3,1.0,6.0,90046.0,82.2665084
3082,crazy-rockn-sushi-west-hollywood,['japanese'],West Hollywood,1bGqnnpiSxp93IJEWjwIqQ,34.0904766283723,-118.344948898811,2,4.0,1142.0,90046.0,82.2665084
3083,conservatory-west-hollywood-3,['newamerican'],West Hollywood,4hHIJ0L7Txn6sqs9Ex2-JA,34.0908288,-118.3700082,3,4.0,218.0,90046.0,82.2665084
3084,connie-and-teds-west-hollywood-2,"['seafood', 'tradamerican', 'sandwiches']",West Hollywood,FZVggU2nUN7YnCiZfpWjyw,34.09107,-118.36718,3,4.0,1834.0,90046.0,82.2665084
3085,cold-rolled-ice-cream-company-los-angeles,['icecream'],Los Angeles,YAAijfBW7PKkz9sW_fTx5w,34.08325,-118.34804,2,4.5,254.0,90046.0,82.2665084
3086,coffee-dose-los-angeles,['coffee'],Los Angeles,1xgOMI5RELQIuh7Zn952Bg,34.08401,-118.36615,1,4.0,48.0,90046.0,82.2665084
3087,coffee-commissary-los-angeles,['coffee'],Los Angeles,FDajejugC-0tO3lSxr7xow,34.0859914538606,-118.36167579629499,2,4.0,692.0,90046.0,82.2665084
3088,coffee-coffee-west-hollywood,['coffee'],West Hollywood,oVL1_eSh_gSOMKpDIkEg4Q,34.0898076,-118.3612356,1,4.5,101.0,90046.0,82.2665084
3089,chipotle-mexican-grill-los-angeles-31,"['mexican', 'hotdogs']",Los Angeles,p50NSydy3bB4PKQXCcXonA,34.083618,-118.344338689567,1,2.5,146.0,90046.0,82.2665084
3090,chipotle-mexican-grill-los-angeles-30,"['mexican', 'hotdogs']",Los Angeles,qCOuHfnkqrNqsOkPxaWBAg,34.0978471129027,-118.3568997,1,3.0,191.0,90046.0,82.2665084
3091,chibiscus-asian-cafe-los-angeles-2,"['asianfusion', 'ramen']",Los Angeles,llKP5-ZAG8I-RVbKrSatQQ,34.0981492,-118.3501071,2,4.0,1076.0,90046.0,82.2665084
3092,cheebo-los-angeles,"['pizza', 'breakfast_brunch', 'newamerican']",Los Angeles,pFYODrNhM2RowJ0jptU4vA,34.0981549,-118.3536219,2,3.5,648.0,90046.0,82.2665084
3093,carrera-cafe-los-angeles,"['cafes', 'italian', 'salad']",Los Angeles,3nmc_ykZgrWyDOP76HUMYg,34.0838349,-118.3692845,2,4.0,328.0,90046.0,82.2665084
3094,carlitos-gardel-argentine-steakhouse-los-angeles-2,"['argentine', 'steak']",Los Angeles,h9PSJ18gQ4kos8A0XAGlng,34.0839249,-118.36307990000002,3,4.5,966.0,90046.0,82.2665084
3095,canyon-coffee-los-angeles-3,['coffee'],Los Angeles,0wSiC1JJuHG-aSoyYTcfqg,34.10897165238,-118.369713794441,1,4.5,14.0,90046.0,82.2665084
3096,cafe-if-west-hollywood,['coffee'],West Hollywood,_0Rw8NgTposAdyP9Y2SU-Q,34.0942908,-118.3636938,2,4.5,91.0,90046.0,82.2665084
3097,cafe-aroma-los-angeles,['coffee'],Los Angeles,LKC65DW6AlOfi4Fdh1ob2w,34.08404,-118.35962,2,2.0,48.0,90046.0,82.2665084
3098,byoc-build-your-own-cupcake-west-hollywood-4,['desserts'],West Hollywood,gofpYFWu_HX6esJMyJhtGg,34.04839431605,-118.337956989258,1,5.0,1.0,90046.0,82.2665084
3099,breakfast-by-salt-s-cure-west-hollywood,"['breakfast_brunch', 'coffee']",West Hollywood,leqXWJeyPW5iiayxC4Gsqg,34.09048,-118.35288,2,3.5,167.0,90046.0,82.2665084
3100,box-choy-hollywood,"['asianfusion', 'vegetarian']",Hollywood,Ik3mYYP4QGCgh9JmUVsJAA,34.101256,-118.3455514,2,5.0,142.0,90046.0,82.2665084
3101,bossa-nova-brazilian-cuisine-los-angeles-4,"['brazilian', 'pizza', 'sandwiches']",Los Angeles,uMY7uC9m7HxRNAZGkjtdbA,34.0982846,-118.3466992,2,3.5,3080.0,90046.0,82.2665084
3102,bohemia-los-angeles-2,"['coffee', 'bubbletea', 'icecream']",Los Angeles,IT97CTQhDFx3aEsvNzZe5Q,34.0981549,-118.353556,1,4.5,180.0,90046.0,82.2665084
3103,blue-bottle-coffee-los-angeles-26,['coffee'],Los Angeles,-rYe2JHZga9XGo7kspJYDQ,34.08631,-118.36112,2,4.5,31.0,90046.0,82.2665084
3104,blu-jam-café-los-angeles-2,"['newamerican', 'breakfast_brunch', 'cafes']",Los Angeles,ki5SNb4Lli6uOklz6BXXGw,34.0837144354804,-118.350571407739,2,4.0,5107.0,90046.0,82.2665084
3105,blackwood-coffee-bar-los-angeles,['coffee'],Los Angeles,-uHuiKQXW3fRZJZ1nhS0Tg,34.098341999999995,-118.35326299999998,2,4.0,187.0,90046.0,82.2665084
3106,blackbird-pizza-shop-los-angeles,['pizza'],Los Angeles,v5JaR9R_p0dnyDtefjtF9A,34.083870000000005,-118.35253,2,4.5,237.0,90046.0,82.2665084
3107,big-mamas-and-papas-pizzeria-los-angeles,"['pizza', 'sandwiches', 'salad']",Los Angeles,ngqNbwTLMcro79ART0ASvg,34.09836,-118.35031,2,3.0,208.0,90046.0,82.2665084
3108,berris-pizza-los-angeles,"['pizza', 'sandwiches', 'salad']",Los Angeles,lHtRrThbsULBQ1MxdVkWgA,34.0980949,-118.34495,2,3.5,253.0,90046.0,82.2665084
3109,bbq-rice-korean-bbq-bowls-los-angeles-15,"['korean', 'bbq', 'asianfusion']",Los Angeles,IzLRBCRlworctabyPjvXjw,34.098144899999994,-118.3504349,1,4.5,234.0,90046.0,82.2665084
3110,bar-lubitsch-west-hollywood,"['danceclubs', 'cocktailbars']",West Hollywood,mqDRI-CpKjkVW249B0-22A,34.090517,-118.356777,2,4.0,663.0,90046.0,82.2665084
3111,babushka-grandmas-deli-los-angeles-9,"['delis', 'coffee', 'bakeries']",Los Angeles,MUT6jOalbT-1YcekUzutpQ,34.0976181030273,-118.34992980957001,2,3.5,104.0,90046.0,82.2665084
3112,at-coffee-los-angeles,['coffee'],Los Angeles,a1DifBkA7IcR0w-Vp4IdIw,34.0832176208496,-118.34641265869101,1,3.0,1.0,90046.0,82.2665084
3113,astro-burger-west-hollywood-2,"['burgers', 'tradamerican', 'mexican']",West Hollywood,Ot60d9BaHuwhBBCmr7Js2g,34.091,-118.35245,2,4.0,717.0,90046.0,82.2665084
3114,aroma-hookah-bar-los-angeles,"['hookah_bars', 'mediterranean']",Los Angeles,1tdFpo_Lfr1eSgthurOlNw,34.09837,-118.35072,2,4.5,47.0,90046.0,82.2665084
3115,aroma-bar-and-grill-los-angeles-4,"['breakfast_brunch', 'tradamerican', 'beerbar']",Los Angeles,n_zTef4kNlpzQLaAQWVANQ,34.0982695686335,-118.350930021457,2,3.5,708.0,90046.0,82.2665084
3116,apple-restaurant-and-lounge-west-hollywood,"['restaurants', 'lounges']",West Hollywood,X6DV-FKktwavTElz2vDaUQ,34.0825441,-118.3856449,3,2.5,50.0,90046.0,82.2665084
3117,antonios-restaurant-los-angeles,['mexican'],Los Angeles,UFiRc5ILf5HCuJmuDvrnWg,34.083362579345696,-118.352798461914,2,3.5,277.0,90046.0,82.2665084
3118,all-about-the-bread-los-angeles,['sandwiches'],Los Angeles,r-fSfUmzulH_k8_hfrEFVw,34.0836847011845,-118.344758972577,2,4.0,994.0,90046.0,82.2665084
3119,al-basch-chicken-los-angeles,"['mediterranean', 'mideastern']",Los Angeles,BvQqye2Qs18Ig1Qr95f-fA,34.0985000246467,-118.349306577298,2,5.0,223.0,90046.0,82.2665084
3120,akuma-ramen-and-sushi-bar-west-hollywood-2,"['sushi', 'ramen']",West Hollywood,7_gQo28ka0qV0bA56TIdqA,34.0909888248623,-118.369500403704,2,4.5,279.0,90046.0,82.2665084
3121,7-eleven-west-hollywood-3,"['convenience', 'coffee']",West Hollywood,qIlK40WrOdLCkr0kTxAKKw,34.0904596239478,-118.36295217275601,1,2.5,22.0,90046.0,82.2665084
3122,7-eleven-los-angeles-187,"['convenience', 'coffee']",Los Angeles,-KOvq9vXKGcG3BoEFR3Ngw,34.0839332480797,-118.350082933902,1,2.5,10.0,90046.0,82.2665084
3123,7-eleven-los-angeles-123,"['convenience', 'coffee']",Los Angeles,TTUmvCuPZuBkO7h6xFwRGg,34.090924900000005,-118.3553499,1,3.5,23.0,90046.0,82.2665084
3124,7-eleven-los-angeles-114,"['convenience', 'coffee']",Los Angeles,qbSNUGhs0OsKQ5FVN8jang,34.097686652701995,-118.355232775211,1,4.0,13.0,90046.0,82.2665084
3125,zankou-chicken-los-angeles-2,"['mediterranean', 'armenian', 'lebanese']",Los Angeles,lAmpZfYijXT5fcc1Zqy4Nw,34.04713,-118.44348,2,4.0,1337.0,90025.0,157.268419
3126,yekta-restaurant-los-angeles-2,"['mideastern', 'halal', 'persian']",Los Angeles,PFzY26wX-6hHYZGoQfLY9g,34.041871,-118.461287,2,4.0,30.0,90025.0,157.268419
3127,yamakase-los-angeles,"['japanese', 'sushi']",Los Angeles,XDf5wMxXJD20GlAYhplzvg,34.04206,-118.46077,4,4.5,243.0,90025.0,157.268419
3128,wingstop-los-angeles-16,['chicken_wings'],Los Angeles,fVB1E6J3H9fRvLBc9TX6_g,34.039977907783395,-118.465654961765,2,2.5,211.0,90025.0,157.268419
3129,western-bagel-too-los-angeles,"['bakeries', 'breakfast_brunch', 'sandwiches']",Los Angeles,Bm2ZygmqLbMoXRRTQnSqTA,34.044083,-118.454155,1,4.0,279.0,90025.0,157.268419
3130,volcano-tea-house-los-angeles-2,"['taiwanese', 'tea', 'bubbletea']",Los Angeles,XqF37aLN9VNi4OTogEeQpA,34.0390896212559,-118.442532171657,1,3.5,1299.0,90025.0,157.268419
3131,u-zen-japanese-los-angeles,"['japanese', 'sushi']",Los Angeles,y12txkcqwXJn7IU4WX68-g,34.041611,-118.46155,2,4.0,407.0,90025.0,157.268419
3132,tuscan-son-los-angeles,"['breakfast_brunch', 'sandwiches', 'bakeries']",Los Angeles,mmFT0RqB9PDv8z9TVv9qWA,34.05157,-118.43192,2,4.5,284.0,90025.0,157.268419
3133,tsujita-la-artisan-noodle-los-angeles-2,"['ramen', 'noodles']",Los Angeles,FoEMpu0X_bGCb7yRreMxMQ,34.039578515851396,-118.44266960480499,2,4.0,3836.0,90025.0,157.268419
3134,tsujita-la-artisan-noodle-annex-los-angeles-3,"['ramen', 'noodles']",Los Angeles,HMZkNopx2zDg21tNVVDpiw,34.0401532,-118.4424537,2,4.0,1707.0,90025.0,157.268419
3135,trimana-los-angeles-9,['delis'],Los Angeles,fXf4EP1Zrg6_YkTWDy-1Lw,34.0489,-118.46213,1,2.5,33.0,90025.0,157.268419
3136,trimana-los-angeles-36,['cafes'],Los Angeles,c2z2WohzRlBfGFUqF4ikCg,34.043642130743606,-118.467737665537,1,4.0,17.0,90025.0,157.268419
3137,toms-sushi-house-los-angeles,"['korean', 'sushi']",Los Angeles,jEE5zJyuDslkPObn9Py2Gw,34.0397956,-118.465563,2,4.0,311.0,90025.0,157.268419
3138,tokyo-fast-food-los-angeles,['japanese'],Los Angeles,ad6240YOfd8wsYWbarGD5A,34.041824,-118.460985,1,4.0,232.0,90025.0,157.268419
3139,tofu-ya-los-angeles,['korean'],Los Angeles,cJQfLysSaYhvv3yueXdqGQ,34.04016,-118.44338,2,3.5,1081.0,90025.0,157.268419
3140,tlaco-taco-los-angeles,"['mexican', 'salvadoran']",Los Angeles,Ls7tPkG0vUEwlCViifRboQ,34.041694,-118.4610335,1,4.0,30.0,90025.0,157.268419
3141,thunderbird-los-angeles,"['sportsbars', 'cocktailbars', 'mexican']",Los Angeles,Ov_hVSTRknMXG_DuHAjAyw,34.0433825,-118.4689,2,4.5,93.0,90025.0,157.268419
3142,the-west-end-craft-bar-and-neighborhood-kitchen-los-angeles,"['tapasmallplates', 'newamerican', 'gastropubs']",Los Angeles,ybx06YCQVuv_H3LQ8Agdvg,34.0450523,-118.4323888,2,4.0,109.0,90025.0,157.268419
3143,the-room-sushi-bar-los-angeles,"['sushi', 'japanese']",Los Angeles,cqpvuNhVpzSn_ubVLpRPOQ,34.0485359,-118.4355715,2,4.0,632.0,90025.0,157.268419
3144,the-palace-seafood-and-dim-sum-los-angeles,"['dimsum', 'seafood', 'cantonese']",Los Angeles,_QGyUdE-thS2Tb2t0rKk8A,34.04959,-118.46119,2,3.0,558.0,90025.0,157.268419
3145,the-nickel-mine-los-angeles,"['gastropubs', 'sportsbars', 'venues']",Los Angeles,nPDut-XU5H-Qb6P2OvdPJA,34.04604370000001,-118.4504593,2,4.0,587.0,90025.0,157.268419
3146,the-lone-wolf-cigar-company-and-lounge-los-angeles-3,"['tobaccoshops', 'cigarbars', 'headshops']",Los Angeles,7E9aAEdQj2b0bLVDbEzV9A,34.045759000000004,-118.4651769,2,4.5,72.0,90025.0,157.268419
3147,the-corner-deli-and-grill-los-angeles,"['burgers', 'mexican', 'delis']",Los Angeles,SuOdhXSVJDWMI0F8L-lkPA,34.0480422973633,-118.444229125977,1,4.0,184.0,90025.0,157.268419
3148,the-coffee-bean-and-tea-leaf-los-angeles-17,['coffee'],Los Angeles,iAFeSOM1RaiLlkhMheRfpg,34.0576999,-118.42453,1,3.5,72.0,90025.0,157.268419
3149,the-coffee-bean-and-tea-leaf-los-angeles-119,['coffee'],Los Angeles,vIxXy3mAtya5cuDoflLdfQ,34.050259999999994,-118.45921,1,3.5,51.0,90025.0,157.268419
3150,the-bombay-frankie-company-los-angeles,['indpak'],Los Angeles,mhV6ajue2eUPVWMULH9Jxg,34.047,-118.44783,2,4.5,530.0,90025.0,157.268419
3151,thai-moon-los-angeles-2,['thai'],Los Angeles,2NT5lvZNSWGWzVzpy7VclQ,34.0445036089938,-118.43174663453699,1,3.5,268.0,90025.0,157.268419
3152,thai-bamboo-cuisine-los-angeles-2,['thai'],Los Angeles,nGivqlqadnaKIzPc0HIvAg,34.0489,-118.46213,1,4.0,182.0,90025.0,157.268419
3153,tatsu-ramen-los-angeles,['ramen'],Los Angeles,udINVeecZdXtmCgbBIZi7A,34.0389276051363,-118.442340393371,2,4.0,3132.0,90025.0,157.268419
3154,tasty-wok-cuisine-los-angeles-2,"['chinese', 'asianfusion']",Los Angeles,-usq2_zcOsi5-0sPKiFvng,34.043995,-118.454391,1,3.5,148.0,90025.0,157.268419
3155,tasty-noodle-house-los-angeles-10,"['shanghainese', 'dimsum', 'noodles']",Los Angeles,h3rQpPzQ-wiAoctnMLSIUA,34.0389048,-118.4420525,2,3.5,207.0,90025.0,157.268419
3156,taste-of-tehran-los-angeles,"['persian', 'mideastern', 'halal']",Los Angeles,l2TpbvvizsNl-GBCRb8I1A,34.04764,-118.43542,2,4.5,863.0,90025.0,157.268419
3157,talay-thai-los-angeles,['thai'],Los Angeles,8SO1dPQWSP74mhSTN4FHQg,34.046215000000004,-118.448895,1,3.5,247.0,90025.0,157.268419
3158,tacos-tu-madre-los-angeles,"['tapasmallplates', 'mexican', 'breakfast_brunch']",Los Angeles,lhjyWpMMbysXxS-6ZJ9QNg,34.04738,-118.435126,1,3.5,1104.0,90025.0,157.268419
3159,tacos-super-gallito-los-angeles-26,"['foodtrucks', 'tacos']",Los Angeles,Djwp6tyJhBz-EOVoy8eOaw,34.049674200000005,-118.43679509999998,1,3.5,248.0,90025.0,157.268419
3160,taco-plus-los-angeles,"['breakfast_brunch', 'tacos']",Los Angeles,7ZmE5OgQU2SG5qXgAi7Zcw,34.0398164,-118.4627035,1,3.5,340.0,90025.0,157.268419
3161,sushistop-los-angeles,"['sushi', 'japanese']",Los Angeles,nuO4n2zZI--XWH5xU5TLMg,34.039649991217296,-118.442763176959,1,3.5,1473.0,90025.0,157.268419
3162,sushi-tsujita-los-angeles,"['sushi', 'japanese']",Los Angeles,uBQXxgepdDfVYFj9JAEtrw,34.0408863,-118.4434155,4,4.0,300.0,90025.0,157.268419
3163,super-sun-los-angeles,"['importedfood', 'markets', 'delis']",Los Angeles,u-cFAUop_mZaHdiQ42S12w,34.04788,-118.43474,1,3.5,71.0,90025.0,157.268419
3164,sunnin-bakery-los-angeles,['bakeries'],Los Angeles,Vlgc1zRzjrW-gMcBCf0-BA,34.0503436573404,-118.43782561534401,1,4.0,91.0,90025.0,157.268419
3165,subway-restaurants-los-angeles-62,['sandwiches'],Los Angeles,YmsIPeQute7ykEuyu22QWQ,34.0444656673881,-118.431919605731,1,3.0,25.0,90025.0,157.268419
3166,subway-restaurants-los-angeles-39,['sandwiches'],Los Angeles,lCfWSzZ0_-RAYDCcczBo-w,34.0481,-118.46312,1,3.0,26.0,90025.0,157.268419
3167,subway-restaurants-los-angeles-21,['sandwiches'],Los Angeles,eRf9rS8Uoi4hPyN5-DbFuw,34.046725,-118.44817767,1,2.5,39.0,90025.0,157.268419
3168,subway-restaurants-los-angeles-2,['sandwiches'],Los Angeles,8YgcyLSDjTcxT7d7My-XGA,34.04175,-118.4595,1,3.0,25.0,90025.0,157.268419
3169,starbucks-westwood-9,['coffee'],Westwood,QIUem1mebltOt0_HncXc6A,34.048347,-118.435394,1,3.0,72.0,90025.0,157.268419
3170,starbucks-west-los-angeles-2,['coffee'],West Los Angeles,PJ3AnFKw0EBhKKg7htmM9A,34.0475671,-118.445234,2,3.0,98.0,90025.0,157.268419
3171,starbucks-west-los-angeles,['coffee'],West Los Angeles,KY5qr-i9649r1cUDc8VU_w,34.040351,-118.463337,1,2.5,106.0,90025.0,157.268419
3172,star-bakery-los-angeles,"['bakeries', 'customcakes']",Los Angeles,xwWWjAbA1tWkndj0L2zfBA,34.0439999,-118.45439,1,4.0,99.0,90025.0,157.268419
3173,sonoritas-prime-tacos-los-angeles,['mexican'],Los Angeles,9oQnnXSTo8i2TliFPktxLg,34.04093,-118.44328,2,4.0,749.0,90025.0,157.268419
3174,sichuan-impression-los-angeles-2,['chinese'],Los Angeles,alBO2iwK6ilrykLvtSlNtg,34.04828,-118.44338,2,4.0,306.0,90025.0,157.268419
3175,siam-chan-los-angeles-5,"['thai', 'chinese']",Los Angeles,A93FQwIJ2hVMRGdmXcyc4w,34.0447885,-118.4526242,1,3.5,661.0,90025.0,157.268419
3176,shin-sen-gumi-hakata-ramen-west-l-a-los-angeles-5,"['ramen', 'tapasmallplates']",Los Angeles,umwJ_sHGuSU2p-CK3rQ8uA,34.04683,-118.44912,2,4.0,1136.0,90025.0,157.268419
3177,shekarchi-kabob-los-angeles-2,"['mediterranean', 'salad', 'wraps']",Los Angeles,TtTWiAw6EZpUugHPibH7IA,34.0458337140894,-118.43364816159,2,5.0,120.0,90025.0,157.268419
3178,shades-of-curry-los-angeles,['indpak'],Los Angeles,oA0V9OOiuKSyF80j2tyF-A,34.0480995,-118.4631195,2,3.5,14.0,90025.0,157.268419
3179,seoul-house-of-tofu-los-angeles,"['korean', 'seafood', 'soup']",Los Angeles,jetc2rZgRo_YBmxmOTNcEg,34.0392205951154,-118.442666190498,2,3.5,852.0,90025.0,157.268419
3180,salad-farm-los-angeles-2,"['sandwiches', 'salad', 'hotdogs']",Los Angeles,llIYK2iVqPoNUp83bnGUnw,34.048318,-118.44336,2,3.0,162.0,90025.0,157.268419
3181,sainsbury-deli-and-cafe-los-angeles-2,"['grocery', 'delis']",Los Angeles,qksi8HiDVsMiTZqfdOH9Mw,34.0430248,-118.4683121,2,4.0,73.0,90025.0,157.268419
3182,rubens-taco-truck-los-angeles,"['foodtrucks', 'tex-mex']",Los Angeles,pu9FkuQGhhB8BgLd6Isxfw,34.04531,-118.44833,1,3.5,164.0,90025.0,157.268419
3183,rosemary-grill-los-angeles-3,"['mediterranean', 'mideastern', 'gourmet']",Los Angeles,MFI4Z-UJV3lKEnlTGKmzqw,34.03998,-118.46545,2,4.0,378.0,90025.0,157.268419
3184,roc-sawtelle-los-angeles-5,"['chinese', 'taiwanese', 'noodles']",Los Angeles,P4V8V0W-EFb2EBAbbsu9vQ,34.039559999999994,-118.44285,2,3.5,1657.0,90025.0,157.268419
3185,roadside-grill-los-angeles,['burgers'],Los Angeles,Alm1NXgFwT2gJ88RpBXW1w,34.0662177,-118.4454167,1,3.5,6.0,90025.0,157.268419
3186,rex-bakery-los-angeles,"['desserts', 'bakeries', 'persian']",Los Angeles,oHQinavLjEcYtVNn1_J7og,34.0454788208008,-118.447944641113,1,3.5,58.0,90025.0,157.268419
3187,rays-los-angeles-3,"['burgers', 'breakfast_brunch', 'delis']",Los Angeles,QJhiQ32lV1TUP-niFXq6_A,34.0458281,-118.4491673,1,4.0,37.0,90025.0,157.268419
3188,qusqo-bistro-and-gallery-los-angeles,"['peruvian', 'vegetarian', 'seafood']",Los Angeles,yyBoN3x-zRAKRa-gFqNHNA,34.0444604,-118.455024,2,3.0,290.0,90025.0,157.268419
3189,quicksand-los-angeles,"['salad', 'sandwiches']",Los Angeles,CN9e7rwXBer8le3BPOl-Lg,34.0400798396539,-118.464546047343,1,4.0,276.0,90025.0,157.268419
3190,pupusas-yeni-los-angeles,['latin'],Los Angeles,69GHsZuC2noKu1HKrx3q9A,34.045565,-118.449784,1,4.5,17.0,90025.0,157.268419
3191,poquito-mas-los-angeles-4,['mexican'],Los Angeles,2ubsbhU4y3KKZ1OuxO4ahQ,34.0432769872993,-118.43171078473401,1,3.5,522.0,90025.0,157.268419
3192,plan-check-kitchen-bar-sawtelle-los-angeles,"['gastropubs', 'tradamerican']",Los Angeles,ftZ8gChDLZYJtXHWoxFi-g,34.043820000000004,-118.44589,2,4.0,2584.0,90025.0,157.268419
3193,pizza-hut-los-angeles-25,"['pizza', 'italian', 'chicken_wings']",Los Angeles,jpwWuArQhUFYKS0qLDMmZQ,34.040077000000004,-118.465040395999,1,2.0,103.0,90025.0,157.268419
3194,pitfire-artisan-pizza-los-angeles-5,"['pizza', 'sandwiches', 'italian']",Los Angeles,d4MMhJy8Jh_SULv5fpsGhQ,34.046508826591,-118.433719711996,2,4.0,783.0,90025.0,157.268419
3195,pita-cafe-los-angeles-4,"['mediterranean', 'halal']",Los Angeles,V1tUxof3A4HIHSgw4--T2A,34.048154600000004,-118.442942,2,4.0,223.0,90025.0,157.268419
3196,pink-orchid-los-angeles,"['bakeries', 'persian', 'breakfast_brunch']",Los Angeles,c9cIJKvxsKPw1qRx_-HM1w,34.04731,-118.43513,1,3.5,438.0,90025.0,157.268419
3197,pilis-tacos-los-angeles,['mexican'],Los Angeles,Cgn4Q21ufGCvyzgH5GL-gg,34.041672,-118.460857,1,3.0,99.0,90025.0,157.268419
