category,id,latitude,longitude,price,review_count,rating,zip_code,city,alias
"['bakeries', 'desserts', 'cupcakes']",XGS7TN7YLLW_z-PABERMPw,34.0102700924951,-118.337135910988,$$,391.0,4.0,90008,Los Angeles,southern-girl-desserts-los-angeles-2
['coffee'],0fvsF6mV5DqyQJb_cc6V3Q,34.025354,-118.285446,$$,177.0,4.5,90007,Los Angeles,dulce-los-angeles
['italian'],FQT1DQVA0QwhEDs2i-ZNDA,34.0302958095499,-118.292084693909,$,142.0,4.5,90007,Los Angeles,monarca-pasta-and-grill-los-angeles
"['korean', 'bbq']",8RXJiao_twvDmzDAqwkw6w,34.025032,-118.285465,$$,152.0,4.5,90089,Los Angeles,kobunga-los-angeles-3
"['tradamerican', 'breakfast_brunch', 'hawaiian']",yonwUihvT_BpM5izzDoyMg,34.0153041,-118.3346953,$,133.0,4.5,90008,Los Angeles,taks-coffee-shop-los-angeles
"['mexican', 'halal']",HpGFjRML4rKx6WCdZbGc7w,34.0109334,-118.3198899,$,228.0,3.5,90008,Los Angeles,worldwide-tacos-los-angeles
"['seafood', 'chicken_wings']",PmoRirPga162TlChyaN_bg,33.9801451,-118.3088351,$,186.0,4.0,90047,Los Angeles,cw-and-chris-fish-and-chicken-los-angeles
['tacos'],,,,,,,,,
"['hotdogs', 'salad', 'vegan']",uO8T8O6S28x9-OhFexrgkw,34.01043,-118.33666,$,84.0,4.5,90008,Los Angeles,everytable-los-angeles-3
"['burgers', 'food']",giGzdXDd1FLcRPqiyPKCgw,34.00389,-118.32525,$,99.0,4.0,90008,Los Angeles,a-1-burgers-los-angeles
['desserts'],3neHtnvNrz5T0rTCvI-vRg,34.00163,-118.30519,$,22.0,4.5,90062,Los Angeles,ontmenu-los-angeles
"['mexican', 'foodtrucks']",4i7z1ttEkRTFlhYLtUhJiw,34.02526361973,-118.28776314109,$,132.0,4.5,90089,Los Angeles,armandos-lunch-truck-los-angeles-3
"['mexican', 'seafood']",,,,,,,,,
"['mexican', 'foodtrucks']",3QRRptCEfjUtnDnZ4jTzMA,34.0039082,-118.2818791,$,132.0,4.0,90037,Los Angeles,tacos-los-carnalillos-taco-truck-los-angeles-2
"['indpak', 'buffets']",g4pgc_lnkLchfuGXmUl1oA,34.02882,-118.29187,$$,498.0,3.5,90007,Los Angeles,manas-indian-cuisine-los-angeles-2
"['tabletopgames', 'burgers']",dxLiwx8Ghcm0AWNph0xrVw,34.01619,-118.28168,$$,57.0,5.0,90007,Los Angeles,the-dragon-and-meeple-los-angeles
['bbq'],YIR9z52KElQJeCxXFx5pGQ,34.03191,-118.3352549,$$,498.0,4.0,90016,Los Angeles,phillips-barbecue-los-angeles-3
['mexican'],nIfhkt9Wnj4ZOflbhAOy5w,34.0102421,-118.3090649,$,44.0,4.0,90062,Los Angeles,las-delicias-los-angeles
"['meditationcenters', 'landmarks']",,,,,,,,,
"['burgers', 'breakfast_brunch', 'salad']",sAf2xtvoAzDAyWq3YO11Cg,34.0302,-118.29193,$,292.0,4.0,90007,Los Angeles,olympian-burgers-los-angeles
"['burgers', 'breakfast_brunch', 'mexican']",Yq7DDzkfMEWPQO_xrUJarA,34.0031,-118.30929,$,106.0,3.5,90062,Los Angeles,master-burger-los-angeles
"['tacos', 'burgers', 'chicken_wings']",Z78z-cVDpkd4kn0aNmnnUQ,34.00382,-118.31775,$,34.0,4.5,90008,Los Angeles,5-star-kitchen-los-angeles
"['italian', 'vegan', 'mexican']",DGxYONwWet7Ihl5eouo9mA,34.023123,-118.284333,$,54.0,5.0,90089,Los Angeles,the-good-karma-cafe-los-angeles
"['southern', 'chickenshop', 'desserts']",RAzUPIaCuqufZoPV9gwzUQ,34.024758,-118.284446,$$,137.0,4.0,90007,Los Angeles,honeybird-los-angeles
"['cajun', 'southern', 'soulfood']",uPeWc6p4KLMHRve4OlLVEg,34.0109188033204,-118.336652624824,$$,176.0,4.0,90008,Los Angeles,cafe-creole-los-angeles
"['catering', 'cajun', 'soulfood']",tJxpIxaw24l6vnu750G-5A,34.0056987,-118.3342202,$$,26.0,5.0,90008,Los Angeles,castles-southern-and-creole-catering-los-angeles-4
['cantonese'],wLCvFpvuTdYPuamP8E0nTA,34.01581,-118.3344,$,143.0,4.0,90008,Los Angeles,kims-restaurant-los-angeles-2
['seafood'],zd-2fhP-9KZgSjOB6bWKLw,34.003815,-118.3325408,$$,68.0,4.5,90008,Los Angeles,fishermans-island-la-los-angeles
['salvadoran'],eLbMBhBms9SViSAW4mFAZw,33.99754,-118.30928,$$,221.0,3.0,90062,Los Angeles,sonsonate-grill-los-angeles
['salvadoran'],EoEfWLkzCZURcPgyFAqbJA,33.9836,-118.30055,$,71.0,4.5,90044,Los Angeles,don-lencho-restaurant-los-angeles
"['cajun', 'soulfood', 'southern']",-5q4bbrlZfMzmmpK61evUA,34.00372,-118.33256,$$,163.0,3.5,90008,Los Angeles,delicious-southern-cuisine-los-angeles-4
['pizza'],YD043u8PwUTQ9NjAMZ7SPw,33.9888751,-118.3292238,$,126.0,4.0,90043,Los Angeles,pizza-8-los-angeles-3
"['chinese', 'mongolian', 'bbq']",,,,,,,,,
['mediterranean'],m_Mb47u9F_G8NR0Fmg6GRg,34.0249037,-118.2845961,$$,179.0,4.0,90089,Los Angeles,cava-los-angeles-4
['museums'],,,,,,,,,
['salvadoran'],aEWwZqGgntdGxqF1oOsR8w,34.015063,-118.308548,$$,63.0,4.0,90062,Los Angeles,paseo-san-miguel-restaurant-los-angeles-3
"['comfortfood', 'chickenshop']",EAcTJ5qWCnZEFOp5Nfvxfw,33.98883,-118.32101,$,127.0,3.5,90043,Los Angeles,mamas-chicken-and-market-los-angeles
"['bbq', 'burgers', 'sandwiches']",x-8J_huZ4hhe8aVrguy9xQ,33.99376,-118.29182,$$,123.0,3.5,90037,Los Angeles,the-original-texas-barbecue-king-los-angeles-2
"['foodtrucks', 'burgers']",Qh-R8EGDLQZFwwdApN0Kvw,34.02911,-118.28306,$$,74.0,4.5,90007,Los Angeles,the-fix-on-wheels-los-angeles
"['seafoodmarkets', 'seafood']",KkFQFVTLU4_lhajbg3tMvg,33.99349,-118.31832,$$,53.0,4.0,90043,Los Angeles,fish-town-los-angeles
"['donuts', 'coffee']",Z3isDGFqXS-SJBEMA2EK-w,34.011287689209,-118.33455657959,$,215.0,3.5,90008,Los Angeles,krispy-kreme-los-angeles-3
"['popupshops', 'coffee']",nCL-wP-sr2NB2jiAG20Gzg,34.03007,-118.28438,$,38.0,5.0,90007,Los Angeles,cacique-espresso-los-angeles
"['desserts', 'icecream', 'donuts']",HZ0ZaBYmO5f-ywQBbsEtlw,34.025016,-118.285346,$,92.0,4.0,90007,Los Angeles,baked-bear-los-angeles
['newamerican'],BS6hEbAg7y4ELeWFFgCBPQ,34.0202225,-118.2856428,$$,183.0,3.5,90089,Los Angeles,lemonade-los-angeles-5
"['desserts', 'cupcakes']",yTaLBzzM5fd_DHYTF8xaNw,34.0027618408203,-118.287483215332,$,69.0,4.5,90037,Los Angeles,the-sweet-life-los-angeles
['bbq'],w6yYnB0uUkE6cGu384zm3A,33.9888064270692,-118.332687625469,$$,223.0,3.5,90043,Los Angeles,woodys-bar-b-que-los-angeles
"['seafood', 'hawaiian']",YDjMP9kAom06N8vcySOtxA,34.0160389244556,-118.282705843449,$$,166.0,3.5,90007,Los Angeles,ahipoki-bowl-los-angeles-2
"['pizza', 'italian']",-6U73hWbFDVznD8tVzyBQg,34.0232,-118.30923,$,79.0,4.0,90018,Los Angeles,tumbys-pizza-los-angeles-4
"['newamerican', 'southern', 'breakfast_brunch']",2-uo042ZMl5Sy6h43biY-Q,34.0002365112305,-118.315864562988,$,35.0,4.0,90062,Los Angeles,mels-bakery-and-cafe-los-angeles
['caribbean'],QFWm3xFKlIbrchMl_c-1IQ,33.9890834,-118.3169874,$$,134.0,3.5,90047,Los Angeles,peppers-jamaican-belizean-cuisine-los-angeles
"['mexican', 'foodtrucks']",omaJSGvnj2vaIJ_MBxeyBw,34.0322509474725,-118.334643803537,$,96.0,4.5,90018,Los Angeles,l-a-birria-los-angeles
"['desserts', 'coffee']",ACuArM-4v-BBzS5KbXAGcA,34.022454,-118.292196,$,169.0,3.5,90007,Los Angeles,its-boba-time-los-angeles-23
['latin'],63-54wMJKW2rTbhkG9f5Sw,34.0017585754395,-118.308570861816,$,26.0,4.0,90062,Los Angeles,flor-blanca-pupuseria-restaurante-los-angeles
"['streetvendors', 'tacos']",micmqzGa-oeAKC9CSzsGVg,33.9997596740723,-118.299835205078,$,15.0,4.5,90037,Los Angeles,normandie-and-48th-street-taco-stand-los-angeles
['burgers'],lAXHm8N10LkmHXb4GwLhAg,33.9863128662109,-118.291168212891,$,74.0,4.0,90044,Los Angeles,freds-burger-los-angeles-2
"['mexican', 'streetvendors']",tAXE0EVS8mJPXhG2HWf-Yg,34.0279886071411,-118.291923,$,50.0,4.5,90007,Los Angeles,tacos-listo-los-angeles
"['burgers', 'sandwiches', 'tradamerican']",Itqs4uvaV25bpljDblTLkw,34.02854,-118.28436,$$,157.0,4.0,90007,Los Angeles,study-hall-los-angeles-3
['caribbean'],asydRiVEAsv5u2X8BUG1kw,34.02074,-118.30917,$$,60.0,4.0,90018,Los Angeles,joan-and-sisters-restaurant-los-angeles
"['gastropubs', 'tradamerican', 'venues']",YvSqThnZr9gVfeJNnleQBA,34.019925,-118.280519,$$,538.0,3.0,90007,Los Angeles,the-lab-gastropub-los-angeles
['sushi'],6OhStPGzVJ822Hy8ollxZA,34.0325994,-118.299451,$$,242.0,3.5,90007,Los Angeles,orange-door-sushi-los-angeles
"['newamerican', 'bars']",zKH8GAVkRdxh7uDygbjcbg,34.012537,-118.284588,$$,126.0,3.5,90037,Los Angeles,the-fields-la-los-angeles
['pizza'],x-xwhe7jkvILx5MgHd-bXA,34.0115301,-118.3090549,$$,83.0,3.5,90062,Los Angeles,pizza-king-los-angeles
"['divebars', 'sportsbars', 'burgers']",DXFhzx94myitMxmBhsdz8A,34.019963,-118.286161,$$,116.0,3.5,90089,Los Angeles,traditions-los-angeles
"['burgers', 'tradamerican']",dQI2N7qVsjrQ4BxnyR0pHg,34.0242256,-118.2846996,$$,206.0,3.5,90007,Los Angeles,wahlburgers-los-angeles-2
"['burgers', 'tradamerican', 'hotdogs']",ASMkpZeVswZXkkoWG5HSMw,33.999867,-118.31887,$,54.0,3.5,90043,Los Angeles,phat-daddys-los-angeles-3
['bakeries'],6bt9SqaSGfT9bku1yGl-PA,34.0035952371421,-118.325340693254,$,28.0,4.5,90008,Los Angeles,heavenly-cakes-creations-los-angeles
"['ramen', 'noodles', 'soup']",-ZXiF1DfjUt2_e-OkjM_Tg,34.0247431,-118.285642,$$,78.0,4.0,90089,Los Angeles,ramen-kenjo-los-angeles-2
"['bars', 'gastropubs']",RsRoHM55uqSVqUMdA3C7Yg,34.0127727195096,-118.285580988718,$$,57.0,4.0,90037,Los Angeles,free-play-los-angeles
"['delis', 'cajun', 'salad']",ZOoyjkDSBfN0dQy6jfwiwg,34.0154169915983,-118.334741257683,$$,87.0,4.0,90008,Los Angeles,orleans-and-york-deli-los-angeles-7
"['bakeries', 'desserts']",,,,,,,,,
['italian'],,,,,,,,,
['localflavor'],,,,,,,,,
['icecream'],M73tbVuf1__DKCRer_V0Rw,34.02928,-118.29191,$,29.0,4.5,90007,Los Angeles,la-michoacana-cold-delights-los-angeles-2
"['mexican', 'burgers', 'pizza']",9mHXsA466j-WfqitLT9_Ag,34.015164,-118.2858663,$,84.0,4.0,90037,Los Angeles,trimana-los-angeles-43
"['newamerican', 'cocktailbars']",xqrzvZtSaNoXA6g-iflE4Q,34.0197812799184,-118.286040828711,$$,117.0,3.5,90089,Los Angeles,moreton-fig-los-angeles
['food_court'],s7eH-HbbKLYHsuUA9C-Lbw,33.988480185513,-118.30495616295,$,27.0,4.0,90047,Los Angeles,halls-krispy-krunchy-chicken-los-angeles
"['hotdog', 'burgers', 'hotdogs']",fws4v77EgFfDR5OudCZLWg,33.9860575,-118.3305262,$,74.0,4.0,90043,Los Angeles,jordans-hot-dogs-los-angeles-2
['tradamerican'],-8C4roqAL2QsFPzFJ_me9g,33.9891282,-118.3326564,$,39.0,4.5,90043,Los Angeles,hungry-harolds-los-angeles
"['mexican', 'hotdogs']",TPPk2Ii3rMcBN7qylcq9gw,34.0169555554708,-118.282584020255,$,334.0,3.0,90007,Los Angeles,chipotle-mexican-grill-los-angeles-3
"['burgers', 'sandwiches', 'tradamerican']",87cOHd188XjyKAkIiPHdyw,34.0172114571928,-118.289133757353,$$,55.0,3.0,90037,Los Angeles,natural-history-museum-grill-los-angeles
['seafood'],WcYCPSe3WaIggnsz5NnRgw,34.0257771,-118.2841401,$$,36.0,4.0,90020,Los Angeles,oceana-seafood-los-angeles
['mexican'],,,,,,,,,
['coffee'],bLSQiJx_M9vZwO7TLBrBIA,34.020182736862,-118.28329624436,$,36.0,3.5,90089,Los Angeles,literatea-los-angeles
"['german', 'foodtrucks']",1mWsYXAB0rBaYpxcL0Ykbg,34.02911,-118.28306,$$,92.0,3.5,90007,Los Angeles,the-berlin-truck-los-angeles-2
['mexican'],h7zLoCzHaxjWu9EL5TIqhQ,33.978431,-118.330551,$,83.0,3.0,90043,Los Angeles,tacos-el-unico-los-angeles
"['hotdogs', 'burgers', 'chicken_wings']",cyTW8Ee1wTGbZKWKQFgLWg,34.0318784,-118.2841149,$$,32.0,4.0,90007,Los Angeles,burgerim-los-angeles-15
['chicken_wings'],CEYuF9i-MmORB4LyjmO7wQ,34.01717,-118.3356,$$,151.0,2.5,90008,Los Angeles,wingstop-los-angeles-22
"['cafes', 'breakfast_brunch', 'juicebars']",7NFkaaMbQxxjEX1WaImVxA,34.0057487487793,-118.331832885742,$,18.0,4.0,90008,Los Angeles,adassas-breakfast-cafe-los-angeles-2
"['bbq', 'foodtrucks', 'desserts']",,,,,,,,,
"['breakfast_brunch', 'tradamerican', 'burgers']",lztyS5WMeLBxz6EYtTg_MA,34.00812,-118.33622,$$,101.0,3.0,90008,Los Angeles,ihop-los-angeles-3
"['pizza', 'italian', 'sandwiches']",6593K50kZuCTiB68vd2fOQ,34.032482,-118.309402,$,84.0,3.0,90018,Los Angeles,pizza-moon-los-angeles
['salvadoran'],hYCw-4L8fBkaUHhH3mPhCg,34.005353216198,-118.29141933471,$$,20.0,3.5,90037,Los Angeles,pupuseria-reynas-restaurant-los-angeles
"['burgers', 'mexican', 'breakfast_brunch']",RfJGyot1XE58IfhnUQqYiQ,34.0050735473633,-118.28311920166,$,22.0,4.0,90037,Los Angeles,tams-burgers-california-2-los-angeles-2
"['icecream', 'customcakes', 'cupcakes']",IvUgxNZhqGSonktgkDFnNQ,34.0170258,-118.2826131,$$,109.0,2.5,90007,Los Angeles,cold-stone-creamery-los-angeles-10
['mexican'],uHkhklDBbdLJmeWRCdF2ZA,34.0107011498139,-118.336116671562,$,29.0,3.5,90008,Los Angeles,flautas-los-angeles
['tacos'],K0gvGGq4sDwrKCiT9aGL1g,34.029754,-118.33558867,$,16.0,4.5,90016,Los Angeles,tres-de-asada-mexican-grill-los-angeles
"['creperies', 'foodtrucks']",,,,,,,,,
['coffee'],Rnabo5kFY453KF9pfcUziQ,33.988911,-118.309838,$,171.0,2.0,90047,Los Angeles,starbucks-los-angeles-103
"['tradamerican', 'burgers']",bVF7CDT2srNS1A_84_p-0A,33.97489,-118.30861,$,29.0,4.0,90047,Los Angeles,the-burger-palace-los-angeles-3
['coffee'],G_eNch6C6b8nFbvLMG4KXw,34.01934133,-118.33478283,$$,104.0,3.0,90016,Los Angeles,starbucks-los-angeles-86
"['newamerican', 'hotdogs', 'fishnchips']",xaUS8k2ZHpMwJAJijWP7wA,34.0034538967908,-118.309318536904,$,11.0,3.5,90062,Los Angeles,louisiana-famous-fried-chicken-los-angeles-10
"['latin', 'honduran']",SjUW9c65loIjzL_GSTGdyQ,34.00727,-118.28313,$,22.0,3.5,90037,Los Angeles,el-sabor-k-tracho-los-angeles
['chinese'],lp0dnWnh_-zNT1Kvw_Rrew,33.9747549,-118.2922099,$,38.0,3.5,90044,Los Angeles,dragon-loco-los-angeles-2
['burgers'],9LKrbdgyYV2dqgS5lc-XrQ,34.0324551,-118.334072,$,95.0,3.0,90018,Los Angeles,master-burger-no-3-los-angeles
['salvadoran'],,,,,,,,,
"['diners', 'tradamerican', 'breakfast_brunch']",bAc-XeSeIFTHKCNe8tG5CA,34.0184117312787,-118.334574401379,$$,229.0,2.0,90016,Los Angeles,dennys-los-angeles-5
['coffee'],YQa1ZmweIiYy-R7gA6Esmw,34.0235727366932,-118.286490877771,$,21.0,4.0,90024,Westwood,the-coffee-bean-and-tea-leaf-westwood-3
['newamerican'],6M6xaNEMT7J2sABBV_o9Gg,34.0113182067871,-118.282470703125,$,26.0,3.5,90037,Los Angeles,toms-jr-3-los-angeles
['coffee'],TgPdKdQVmRkajyi_F1x8NQ,34.024588,-118.284299,$$,20.0,4.0,90089,Los Angeles,starbucks-los-angeles-462
['mexican'],K8oXiDcgAn0fp3KpzI4CIQ,34.0189031999744,-118.333843010285,$,108.0,2.5,90016,Los Angeles,ramonas-mexican-food-products-los-angeles-3
['artmuseums'],,,,,,,,,
"['mexican', 'hotdogs']",6btDYZIKwVybaT0RCw-SNg,34.0132844237488,-118.336624998301,$,184.0,2.0,90008,Baldwin Hills,chipotle-mexican-grill-baldwin-hills
"['icecream', 'desserts', 'customcakes']",hoanWVGmA2Dy8Y36JuDyFA,33.98884,-118.31301,$,30.0,3.0,90047,Los Angeles,baskin-robbins-los-angeles-37
"['tradamerican', 'newamerican']",-tKLuyHs5Y6TDJ0QZFtaFw,34.022660125096,-118.283138074268,$$,22.0,3.5,90089,Los Angeles,amy-king-dundon-berchtold-university-club-of-usc-los-angeles
"['foodtrucks', 'tacos']",BJwPST0p3IFpD98enzmUEw,34.0216598510742,-118.28751373291,$$,29.0,3.5,90089,Los Angeles,pink-taco-truck-los-angeles
['museums'],,,,,,,,,
"['icecream', 'desserts']",bJiEaBDIVfxquCa0QbtYbw,34.013296,-118.336582,$,22.0,3.5,90008,Los Angeles,yogurtland-los-angeles-los-angeles-14
"['grocery', 'caribbean']",HIiIf8EOJxVQ7hv60jQ98g,33.97795,-118.33061,$$,39.0,3.5,90043,Los Angeles,stones-grocery-and-market-los-angeles
['salvadoran'],,,,,,,,,
['parks'],,,,,,,,,
['salvadoran'],,,,,,,,,
['chinese'],8vwxigWdRZzMSD_sEtV1OA,34.00896,-118.3349751,$$,38.0,3.0,90008,Los Angeles,china-bowl-express-los-angeles-4
"['sandwiches', 'buffets', 'diners']",9oaTJVP5gkTG-1uWXVI5oA,34.0188712471502,-118.290978359214,$$,32.0,3.0,90089,Los Angeles,parkside-dining-hall-los-angeles
['bakeries'],_fZrwdeJDxBojcAPfaPsMA,33.9798801,-118.3353349,$,8.0,5.0,90302,Inglewood,your-bakery-1st-inglewood
"['pizza', 'italian']",5j3i_3X9qF0o6VU2uCdQtA,34.019854,-118.281085,$,59.0,2.5,90089,Los Angeles,rosso-oro-s-pizzeria-los-angeles
"['mexican', 'burgers', 'hotdogs']",Dw5blRdPLXd2WsP9znM1aQ,34.0106363940832,-118.299984969199,$,45.0,2.0,90037,Los Angeles,burger-factory-los-angeles-3
"['sandwiches', 'delis']",LLqd2BL-na6fQbIPks4-Cg,34.01721,-118.28244,$,29.0,3.5,90007,Los Angeles,quiznos-los-angeles-73
['desserts'],,,,,,,,,
['mexican'],,,,,,,,,
['pizza'],v5Eiu0WaNhDXBSNsAdjmUw,34.0204530078546,-118.286307227601,$,34.0,3.0,90089,Los Angeles,california-pizza-kitchen-los-angeles-12
['salvadoran'],__sH8x4w9v2sCbZlhpjjQg,34.02345,-118.30917,$,12.0,4.0,90018,Los Angeles,clemens-restaurant-los-angeles
"['donuts', 'juicebars', 'burgers']",,,,,,,,,
['bakeries'],SkGGBzfs4RwQa3m2dmB0Yw,34.0035451,-118.29131,$,5.0,4.5,90037,Los Angeles,guatepan-bakery-los-angeles
"['foodstands', 'tacos']",,,,,,,,,
"['breakfast_brunch', 'tradamerican', 'juicebars']",swWoF0TciIWmsxZFI2-H7g,34.024181,-118.28442,$$,271.0,3.5,90089,Los Angeles,bbcm-usc-los-angeles-2
"['chinese', 'hotdogs']",tGQiemPzUA70bwzJ33r5-w,34.0109711,-118.3415909,$,20.0,3.5,90008,Los Angeles,panda-express-los-angeles-35
"['burgers', 'hotdogs']",7GMZPXkQYKKESmCPnNFirw,33.9885045515311,-118.331229686737,$$,76.0,2.5,90043,Los Angeles,fatburger-los-angeles-18
['chicken_wings'],rSra0XuLGCIF303-E5ro_w,33.98884,-118.30847,$$,107.0,1.5,90047,Los Angeles,wingstop-los-angeles-10
"['newamerican', 'hotdogs']",K78bLdj0PkC-WqD1Hckn1w,33.9888343811035,-118.311012268066,$,43.0,2.5,90047,Los Angeles,pollo-campero-restaurant-los-angeles
['sportsbars'],rCXBbZ5F0bGa4sDc9HMCuQ,34.0150642,-118.3346893,$$,44.0,2.5,90008,Los Angeles,crenshaw-live-bar-and-grill-los-angeles
"['burgers', 'hotdogs']",W2vTEyfuTrmzZ2E46LcJPg,34.01065,-118.30855,$,19.0,2.5,90062,Los Angeles,burger-king-los-angeles-12
['burgers'],-XBSrw8dFzbDnYQ9j-cf9Q,33.97488,-118.29112,$,62.0,2.5,90044,Los Angeles,toms-jr-burger-los-angeles
['burgers'],Asyopg686KSkDg3l9vjrQg,33.98872,-118.3318,$,35.0,3.0,90043,Los Angeles,master-burger-no-2-los-angeles
['mexican'],,,,,,,,,
['chicken_wings'],AkxuXPVxqzhGY_soH7g_gQ,34.011431,-118.335681,$,20.0,3.5,90008,Los Angeles,wing-n-stuff-los-angeles
['mexican'],qcUT0Wz4rXbjINy6L7Lpkw,34.0197525,-118.2857437,$,38.0,2.5,90089,Los Angeles,verde-los-angeles
"['noodles', 'sandwiches']",SL-hoI0rdAHNWQpI_4OS2Q,33.9749159469339,-118.317508511245,$$,12.0,4.0,90047,Los Angeles,bleu-counter-los-angeles
['coffee'],cHmpte_ZVNuw8pPQkxUIVg,34.021561,-118.282447,$,54.0,2.5,90007,Los Angeles,trojan-grounds-los-angeles
['restaurants'],,,,,,,,,
"['tacos', 'burgers']",82WCs3yjCEfYElzVJEnkgQ,33.98161,-118.30927,$$,13.0,3.5,90047,Los Angeles,primo-burgers-los-angeles
"['hotdogs', 'mexican', 'tex-mex']",TsxBE0dpdbgRtjsZoYPPNw,34.022339,-118.29145,$,44.0,2.5,90007,Los Angeles,taco-bell-los-angeles-24
"['juicebars', 'icecream']",fKDMZYWno0j0JBXICnhWHA,34.0304048858078,-118.309292905033,$$,43.0,2.5,90018,Los Angeles,la-michoacana-premier-los-angeles-2
['soulfood'],kXD3Go3tYDHlO09uW3JR8w,34.01063,-118.30201,$,23.0,2.0,90062,Los Angeles,natural-soul-food-non-profit-cafe-los-angeles
"['playgrounds', 'parks']",,,,,,,,,
"['hotdogs', 'chicken_wings']",ByYVXOXjVWfTkNsy8r4P3A,34.0111273751044,-118.309149987766,$,52.0,1.5,90062,Los Angeles,popeyes-louisiana-kitchen-los-angeles-6
"['burgers', 'breakfast_brunch']",edkCrdMdv5fSLTRucWKmyA,34.0038449,-118.2875224,$$,10.0,3.5,90037,Los Angeles,erick-burger-los-angeles
"['hotdogs', 'chicken_wings']",f0DqFjFz0kM756pdUetHXw,34.025787,-118.3093345,$,41.0,2.5,90018,Los Angeles,churchs-chicken-los-angeles-10
['sandwiches'],AcC7eIobWe-nS9SKJKxQgA,34.0197127737637,-118.290081674801,$,22.0,3.0,90007,Los Angeles,tutor-hall-cafe-los-angeles
"['hotdogs', 'hotdog', 'sandwiches']",vw78AWl8xSej-dT801tTtg,34.0174,-118.33561,$,32.0,3.0,90016,Los Angeles,wienerschnitzel-los-angeles
"['hotdogs', 'mexican']",a_Ak5gsTd8MP2DZlEksJ0Q,33.98945,-118.2909,$,67.0,2.0,90044,Los Angeles,el-pollo-loco-los-angeles-83
['pizza'],u_lXXcFdbJdQF4Gb5nKAdA,33.979996,-118.330351,$,21.0,3.5,90043,Los Angeles,papa-johns-pizza-los-angeles-28
"['hotdogs', 'sandwiches']",uem_D933WHCMYpQ7rS_RyA,34.025864,-118.321541,$,12.0,3.5,90018,Los Angeles,subway-restaurants-los-angeles-117
