category,id,latitude,longitude,price,review_count,rating,zip_code,city,alias
"['foodtrucks', 'bbq']",3BuLiSNw-1P4AdsTlRi93Q,34.1300239,-118.4695226,$$,9.0,4.0,90077,Los Angeles,arturos-bbq-los-angeles
['parks'],,,,,,,,,
['hiking'],,,,,,,,,
"['coffee', 'cafes']",qCj9vRr90rAlm44bEPV8iA,34.075246,-118.441449,$,11.0,3.0,90095,Los Angeles,café-451-los-angeles-2
['museums'],,,,,,,,,
"['mexican', 'foodtrucks']",mrqOjbeadCyDbYETkTspxQ,34.0966339,-118.4301224,$$,2.0,5.0,90210,Beverly Hills,los-jardineros-beverly-hills
['parks'],,,,,,,,,
['newamerican'],WQtL2HsEh9urRNyjD8BroQ,34.12486,-118.47923,$$,29.0,3.5,90049,Los Angeles,zeidlers-café-los-angeles-2
['parks'],,,,,,,,,
['gardens'],,,,,,,,,
['coffee'],vUi8hk78zNOVaMQ-JKq2Wg,34.0760433920515,-118.440889120102,$$,6.0,3.0,90095,Los Angeles,untitled-broad-arts-café-los-angeles
['cafes'],XD8cQgPT24xpjdI0uV6ETg,34.1274369867705,-118.470329046249,$,1.0,5.0,90077,Los Angeles,communitea-and-coffee-cafe-los-angeles
['parks'],,,,,,,,,
['parks'],,,,,,,,,
"['pizza', 'hotdogs']",mlmuJYQFmut53WI3ytRXPQ,34.0743993481015,-118.442047834396,$,3.0,3.0,90095,Los Angeles,pizza-fresca-los-angeles
['museums'],,,,,,,,,
