alias,category,city,id,latitude,longitude,price,rating,review_count,zip_code
lobster-and-steak-express-west-covina,['chinese'],West Covina,nD_e9PYZl72p4U2xCevUoA,34.0581497,-117.9358392,2,4.5,290.0,91790
china-bowl-express-pomona,['chinese'],Pomona,nDNSsOiekWpMbPyruqlVXg,34.034490000000005,-117.74808999999999,1,3.0,27.0,91766
alexanders-steakhouse-pasadena-pasadena,"['steak', 'asianfusion', 'whiskeybars']",Pasadena,nDIGOzi5914vP0dCxq0Nvg,34.147449,-118.142256,4,4.0,971.0,91101
chuck-e-cheeses-carson-2,"['pizza', 'indoor_playcenter', 'arcades']",Carson,nCxsryWAf2joqkY2kJvIDA,33.844922,-118.262579,2,1.5,29.0,90745
la-fortaleza-los-angeles,['mexican'],Los Angeles,nCpzu3o3xM_GyVQaMuR5Yw,34.04266,-118.16946000000002,1,4.5,22.0,90022.0
wood-ranch-bbq-and-grill-cerritos,"['bbq', 'salad', 'burgers']",Cerritos,nCpPaEUHy5tY1H6BeuFhsg,33.868933,-118.059229,2,4.0,972.0,90703
heroic-deli-and-wine-bar-santa-monica,"['salad', 'italian', 'wine_bars']",Santa Monica,nCovE46GX_-GxRfAu6suoA,34.0174402,-118.4937025,2,4.5,194.0,90401
barrique-venice,"['wine_bars', 'italian']",Venice,nCmpPvkZ9Ow9MRghgGQfVw,33.993164,-118.47465600000001,3,4.5,448.0,90291
taco-ready-covina,['mexican'],Covina,nCkdpNEILLcjfSmXeRt91A,34.09042,-117.88225,1,3.5,86.0,91723
peets-coffee-redondo-beach,['coffee'],Redondo Beach,nCO960wKaqx7mSVK2LoMug,33.821915000000004,-118.38522079999998,1,4.5,77.0,90277
cacique-espresso-los-angeles,"['popupshops', 'coffee']",Los Angeles,nCL-wP-sr2NB2jiAG20Gzg,34.03007,-118.28438,1,5.0,38.0,90007.0
blue-lotus-vietnamese-cuisine-carson,"['vietnamese', 'noodles']",Carson,nCEzlWQF5VTtfSB5h5yk6g,33.83138294,-118.2783347,1,3.5,479.0,90745
galaxy-hamburgers-cerritos-2,"['burgers', 'salad', 'breakfast_brunch']",Cerritos,nC1cewbs3xoxvFwj0yS3nw,33.88748,-118.04607,1,3.5,283.0,90703
mcdonalds-los-angeles-50,"['hotdogs', 'burgers', 'coffee']",Los Angeles,nByMf7K_w8dJ6hXRe5HDew,34.01933679,-118.40696659999999,1,2.0,196.0,90034
the-room-hollywood-los-angeles-2,"['lounges', 'danceclubs']",Los Angeles,nBxQWcEAot6jO7KyZJffkw,34.100801000000004,-118.329408,2,3.5,388.0,90028
afters-ice-cream-alhambra-2,['icecream'],Alhambra,nBo80s6dV7_JU5ivG7smdA,34.09452,-118.12743999999999,1,4.0,247.0,91801
king-of-ramen-pasadena-pasadena,"['ramen', 'japacurry']",Pasadena,nBiuotm5mFLte4Ghpg0_Iw,34.14627001,-118.1007215,1,4.5,241.0,91107
seoul-soondae-artesia,['korean'],Artesia,nBaZfYKUrlFYAXTUs0Q9OA,33.87221465,-118.0832185,1,4.0,93.0,90701
h2-kitchen-and-bar-los-angeles,"['cocktailbars', 'lounges']",Los Angeles,nBF58fFy4qHqcGXDRaOcyg,34.1027794,-118.3394699,2,3.5,13.0,90028
el-potrero-restaurant-compton,['mexican'],Compton,nBDO9oBDU_H9Trk5V7A6WQ,33.903059999999996,-118.23892,1,4.0,4.0,90222
sprazzo-cucina-italiana-los-angeles,['italian'],Los Angeles,nBBOngh6Gqj6BNeIwzOaxw,34.05530167,-118.44212340000001,2,4.0,217.0,90024
taqueria-el-atacor-los-angeles-3,['mexican'],Los Angeles,nB5DnfHxNXDlJ5Vv34CTVA,34.0149,-118.13241000000001,1,3.5,52.0,90022
sushi-sasabune-beverly-hills-beverly-hills-3,['sushi'],Beverly Hills,nAZHwJYXc9Wk0pWX0cZKhQ,34.0592251,-118.3914749,4,4.5,230.0,90212
boardners-hollywood,"['divebars', 'lounges', 'danceclubs']",Hollywood,nAWWBQ1iuFjvDTi8Dnh8dw,34.100657399999996,-118.33487509999999,2,4.0,449.0,90028
mcdonalds-venice-2,"['hotdogs', 'burgers', 'coffee']",Venice,nAUIssDvCDOiCsnALYiqHg,33.99294937,-118.45109850000001,1,1.5,74.0,90291
100-por-ciento-las-frutas-whittier,"['juicebars', 'mexican']",Whittier,nANwT0s-ehvuLel_SgIaTA,33.96994,-118.06114,1,3.0,60.0,90606
panda-express-innovation-kitchen-pasadena-5,"['chinese', 'hotdogs', 'salad']",Pasadena,nANrRYsV09eEbcZfbs5_Tw,34.1504049,-118.06883470000001,1,4.0,441.0,91107
jack-in-the-box-palmdale-2,"['burgers', 'hotdogs', 'breakfast_brunch']",Palmdale,n9yAgC-_p_u4Xc48UaCdIQ,34.601482,-118.14093700000001,1,2.5,19.0,93551
don-paquito-restaurant-north-hollywood,"['peruvian', 'latin']",North Hollywood,n9us_jdwR7-HpPtbA7bHXw,34.2010539,-118.41015449999999,2,4.0,55.0,91605
torimatsu-gardena,['japanese'],Gardena,n9t4nAEl1WX45BRj0RStrw,33.87358234,-118.3012909,3,4.0,156.0,90248
burritos-la-palma-el-monte-el-monte,['mexican'],El Monte,n9dUEE2RNzvJB-dvZJE4Wg,34.095659999999995,-118.01156,1,4.5,405.0,91732
thai-ocean-los-angeles,['thai'],Los Angeles,n9V1AJfYJWZQSOFOnFuUKw,34.0582995,-118.29178490000001,1,3.5,41.0,90005.0
las-islitas-long-beach,['mexican'],Long Beach,n9R_U8m1WiOZAlkMs0Qagg,33.7824651,-118.19402990000002,2,3.0,6.0,90813
house-of-wings-north-hollywood-17,"['tradamerican', 'chicken_wings']",North Hollywood,n99d-P13S87DEPCRes8c6g,34.179109999999994,-118.36997,1,3.0,285.0,91601
l-a-pizza-panorama-city-3,['pizza'],Panorama City,n93QBJj4GB_61qZ6O6meMw,34.22178579999999,-118.4606377,1,3.5,24.0,91402
tasty-kitchen-gardena,['chinese'],Gardena,n8jPC7ulMpoAcm1hRL0o5A,33.872141,-118.296769,2,3.5,264.0,90248
monora-thai-cuisine-cerritos,['thai'],Cerritos,n8hbKbxQ2ydyQZCpqrqRbA,33.857803000000004,-118.089417,2,4.0,530.0,90703
berrystar-frozen-yogurt-palmdale-2,"['desserts', 'icecream']",Palmdale,n8fJUyUll-PmiE-CjObBJg,34.558925,-118.04646399999999,1,4.5,11.0,93552
starbucks-pasadena-29,['coffee'],Pasadena,n8bdiZ54J6OYnFUs2PfehQ,34.136023,-118.1324834,1,3.5,106.0,91101
buca-di-beppo-universal-city-4,['italian'],Universal City,n8ZdNdZZFhoF8gNQxQgjMg,34.13640302,-118.35114899999999,2,3.5,805.0,91608
pizzana-west-hollywood-west-hollywood-2,['pizza'],West Hollywood,n7aG6-OOBPy_PYlaG4ZI1w,34.07977,-118.38458,2,4.5,94.0,90048
7-eleven-monterey-park-2,"['convenience', 'coffee']",Monterey Park,n7DrARqz9mo0373WpDt1hw,34.06293014,-118.1173222,1,2.0,45.0,91755
taco-bell-sherman-oaks,"['hotdogs', 'mexican', 'tex-mex']",Sherman Oaks,n76fbumq8m23UgEA6EJyfQ,34.149479,-118.44067199999999,1,2.5,152.0,91423
la-poblana-restaurant-industry,['mexican'],Industry,n71sR_nXd4-SJnwiAOaYYQ,34.040534,-117.97758999999999,2,3.5,164.0,91746
victorios-ristorante-north-hollywood-4,"['pizza', 'venues', 'pastashops']",North Hollywood,n7-uKxAmeshLTNA2800VRw,34.1868449,-118.36834499999999,2,3.5,266.0,91606
dominos-pizza-los-angeles-53,"['pizza', 'chicken_wings', 'sandwiches']",Los Angeles,n6gumyw5s8e83T8IQMS6gQ,34.048544,-118.35069399999999,1,2.0,55.0,90019
gilani-hookah-burbank-2,['hookah_bars'],Burbank,n6Zy4JztQ9xPU8Ul9-ov_Q,34.182759000000004,-118.30524960000001,4,5.0,3.0,91520
margaritas-mexican-restaurant-los-angeles-2,['mexican'],Los Angeles,n6ZHNgOL0Q0V2KSyhra8MA,34.0474236,-118.2829244,1,3.5,17.0,90006
olivias-dollhouse-tea-room-lomita,"['tea', 'eventplanning', 'venues']",Lomita,n6PaPcVrXO6CBfk5NWaItg,33.776458899999994,-118.3152378,2,4.5,24.0,90717
cousins-burgers-canyon-country,['burgers'],Canyon Country,n6HUhZpyR4sTzmrT2OSD-A,34.414922999999995,-118.472697,1,4.0,138.0,91351
world-donuts-sylmar,['bakeries'],Sylmar,n6GzwCo8K94nEqqYmNf5tg,34.299446,-118.440325,1,4.0,10.0,91342
popeyes-louisiana-kitchen-reseda,"['hotdogs', 'chicken_wings']",Reseda,n66el8_h98jPvFTCVw-SqA,34.193713,-118.5319068,1,2.5,110.0,91335
potato-corner-lakewood,"['hotdogs', 'gourmet', 'chicken_wings']",Lakewood,n5z4kHpIkYVNtyW1r633ow,33.850455,-118.14098899999999,1,3.0,131.0,90712
veggie-house-los-angeles-2,"['vegan', 'thai', 'vegetarian']",Los Angeles,n5D8b0zW2P8EJ58bMrUR9A,34.12858,-118.34787,1,4.5,454.0,90068
tijuanas-tacos-pomona,['tacos'],Pomona,n4vjeX-1NLLoRfJxPnmCrw,34.06256,-117.75653,1,4.0,762.0,91768
monta-factory-glendale-4,['armenian'],Glendale,n4vgeH82gtoKSTEjl1y8XQ,34.165079999999996,-118.28201000000001,2,5.0,74.0,91201
panda-express-bell-gardens-2,"['chinese', 'hotdogs']",Bell Gardens,n4ozeF2yZ0uTY6HMEAv-Ng,33.97069260000001,-118.1883219,1,2.0,41.0,90201
satdha-plant-based-thai-kitchen-santa-monica-5,"['thai', 'vegan', 'vegetarian']",Santa Monica,n4j6uwS4g_8b8qaXP4qiEA,34.009819,-118.480177,2,4.5,740.0,90405
donut-island-long-beach,"['bakeries', 'donuts']",Long Beach,n4f1dYqSAPh3N649xov8UA,33.81908284,-118.16788090000001,1,4.5,100.0,90807
wokcano-burbank,"['sushi', 'chinese', 'lounges']",Burbank,n4LHEdEPv8gPJxz8FImm1A,34.180459,-118.307896,2,3.5,1025.0,91502
amara-kitchen-los-angeles,"['coffee', 'gluten_free', 'breakfast_brunch']",Los Angeles,n4EGfk1kjwaiJnX_RA1ABg,34.118831,-118.179024,2,4.0,433.0,90042
carniceria-market-latina-newhall,['mexican'],Newhall,n4Ayt8oaiyqiRxC6yDQI3w,34.38525486,-118.53194979999999,2,4.5,14.0,91321
gam-ja-gol-los-angeles,['korean'],Los Angeles,n47wKEAeTh86dqiQOLrigQ,34.0527649,-118.30033,2,4.0,402.0,90006.0
jjang-restaurant-buena-park,['korean'],Buena Park,n47rPxxsovfxavIF8qINaw,33.884612100000005,-117.995101,1,3.5,149.0,90621
pho-45-la-mirada,"['vietnamese', 'soup']",La Mirada,n43eoDXjZr1xtxW0OnPjyA,33.915246999999994,-118.0108602,1,4.5,724.0,90638
pacific-noodle-house-compton,"['vietnamese', 'noodles']",Compton,n3u9nDl8uqlWLgRUBYjf4g,33.867933799999996,-118.23743629999998,1,4.0,153.0,90220
fresh-donuts-la-puente,"['donuts', 'coffee']",La Puente,n3YnSjntM-kbDlkHTqdWNw,34.04033504,-117.99873529999999,1,4.0,39.0,91746
aloha-deli-market-los-angeles,"['grocery', 'beer_and_wine', 'delis']",Los Angeles,n3SVR7N0DhhuQgwUD7t4qA,34.0341325,-118.29140509999999,1,4.5,5.0,90007
boba-loca-long-beach-2,"['shavedice', 'bubbletea', 'juicebars']",Long Beach,n3Qs7geCfvgUcHUIQuzG4Q,33.82215,-118.18906000000001,1,3.5,199.0,90807
chefs-bbq-glendale,"['pizza', 'bbq', 'armenian']",Glendale,n3OgzOZv9aXlseq4DlZdGw,34.13324139,-118.25739809999999,1,4.5,38.0,91204
mcdonalds-lakewood-2,"['hotdogs', 'burgers', 'coffee']",Lakewood,n3J0rBJLsY1cCKvgBUZGVA,33.84772,-118.14211999999999,1,1.5,89.0,90712
tacos-super-gallito-los-angeles-6,['tacos'],Los Angeles,n3IKF3Eb8TXZeElbJU67UA,34.018550299999994,-118.19246499999998,1,3.5,132.0,90023.0
zin-bistro-americana-westlake-village,"['newamerican', 'desserts', 'breakfast_brunch']",Westlake Village,n3DJ2xGE4LqKkEAu1gwflQ,34.139208,-118.82345,3,3.5,521.0,91361
standard-ice-cream-and-check-cashing-altadena,['icecream'],Altadena,n33qeOpUjyTzQj_APrgD4Q,34.18361282,-118.15991969999999,1,3.0,1.0,91001
gold-medal-chinese-food-los-angeles,['chinese'],Los Angeles,n2WUOt38CYLD1i5eRq1cSg,34.05700497,-118.2692847,1,4.0,18.0,90017
popeyes-louisiana-kitchen-pacoima,"['hotdogs', 'chicken_wings']",Pacoima,n2QpwcxBJP-kD73WZgItKA,34.258274,-118.4324,1,2.5,51.0,91331
chipotle-mexican-grill-el-segundo-4,"['mexican', 'hotdogs']",El Segundo,n2Jkw_Wa-IilCunDjGgQaQ,33.91964298,-118.39646640000001,1,2.5,272.0,90245
mcdonalds-los-angeles-63,"['hotdogs', 'burgers', 'coffee']",Los Angeles,n1yu-g8KobLRt81pNNskhA,34.026224600000006,-118.2770804,1,2.0,120.0,90007.0
neighbors-tea-house-rosemead-3,"['bubbletea', 'coffee', 'sandwiches']",Rosemead,n1mmDkFpjmdmD61gwH5s8g,34.08323,-118.07372,1,4.0,360.0,91770
caffe-bene-torrance-2,"['coffee', 'desserts', 'sandwiches']",Torrance,n1f-NfRKzu8SFRbqHsVpTQ,33.816142,-118.304864,1,3.5,257.0,90501
5-2-patio-la-crescenta,"['desserts', 'coffee', 'bubbletea']",La Crescenta,n1ekrlmzCcMjWAGAwDPXcg,34.23000552,-118.24893390000001,1,4.0,166.0,91214
subway-restaurants-la-habra-3,['sandwiches'],La Habra,n1aeQ_jgEcWDzOt5Hge_PQ,33.9314975,-117.9683795,1,2.0,19.0,90631
mcdonalds-malibu,"['burgers', 'hotdogs', 'coffee']",Malibu,n1_rqz7WMEbkQaWVlHj-rA,34.03987,-118.66986000000001,1,2.0,85.0,90265
pita-pitaki-long-beach,['greek'],Long Beach,n1BaNWRslctz6tENAlUvsg,33.819251,-118.167892,2,5.0,103.0,90807
the-speakeasy-bakery-santa-clarita,"['gourmet', 'bakeries']",Santa Clarita,n11fa12_FtPTwBonK0YdQg,34.3916641,-118.54258600000001,1,5.0,14.0,91354
so-sushi-tarzana,['sushi'],Tarzana,n0nQibnhCOYfZmlxf6S-zA,34.172496,-118.559896,2,4.5,847.0,91356
quiznos-hollywood-5,"['sandwiches', 'delis']",Hollywood,n0at1x22Cz3xpHf6bPoZ8Q,34.09885,-118.29138,1,2.5,20.0,90027
dipnmix-los-angeles-2,"['waffles', 'creperies', 'icecream']",Los Angeles,n0aZC-MAalau-racm2Y20w,34.06271433,-118.4482287,1,4.5,32.0,90024
the-habit-burger-grill-whittier,"['burgers', 'salad', 'sandwiches']",Whittier,n0M823pKo_lFYeS1PIsy7Q,33.945192999999996,-117.99646299999999,1,3.5,215.0,90603
joeys-tacos-reseda,['tacos'],Reseda,n0ImmQ9RjWulUYtvGeyzaw,34.20178119,-118.53658459999998,1,4.5,88.0,91335
yogurtland-panorama-city-panorama-city,['icecream'],Panorama City,n0IlC7x2FJFMMxpJ5KCi6g,34.23520493,-118.44842460000001,1,3.5,41.0,91402
the-mexican-village-los-angeles-2,"['mexican', 'danceclubs', 'bars']",Los Angeles,n-wr69BDZE6n-EE-lZQd2Q,34.076,-118.28846000000001,2,4.0,349.0,90004.0
ihop-monterey-park-3,"['breakfast_brunch', 'tradamerican', 'burgers']",Monterey Park,n-rPmqe96iW7bCNAd32aSQ,34.03995,-118.1423,2,3.0,194.0,91754
the-coffee-bean-and-tea-leaf-torrance,['coffee'],Torrance,n-fK8rbeNJB5NKFhC-tGrQ,33.84838,-118.35403400000001,1,4.0,93.0,90503
sunday-morning-los-angeles-8,"['coffee', 'desserts', 'cafes']",Los Angeles,n-blFV1qLtLlQVJkhKX6MA,34.08374,-118.3464,1,5.0,50.0,90046
aladdins-kitchen-temple-city,"['mediterranean', 'pizza']",Temple City,n-YOXEAAhoeEm_X5egWV5Q,34.09667487,-118.0281963,2,4.0,259.0,91780
el-norte-restaurant-wilmington,['mexican'],Wilmington,n-BBhi1UivpMQdIzhMeB-w,33.78168896,-118.2429012,1,4.5,12.0,90744
wingstop-panorama-city,['chicken_wings'],Panorama City,n-5qOOKYEd0N5fTVHQx-hA,34.23496495,-118.4484834,2,2.0,217.0,91402
wendys-los-alamitos,"['hotdogs', 'burgers']",Los Alamitos,n-566dyYpGDNjTTvph9HYw,33.798864,-118.071679,1,2.5,56.0,90720
el-pollo-loco-maywood-3,"['hotdogs', 'mexican']",Maywood,mzlrOPYPxoWs-tl-MKxgVQ,33.9872402,-118.18531609999998,1,1.5,51.0,90270.0
joghurt-la-habra-2,['icecream'],La Habra,mzdymKeDr_KasOCFAHDxyw,33.91768675,-117.96989209999998,1,4.5,68.0,90631
pokeway-montclair,"['poke', 'hawaiian', 'seafood']",Montclair,mzZNjF7TO1BpemWqOJK0rQ,34.087203,-117.69331100000001,2,4.5,169.0,91763
taste-of-the-nation-culver-city-2,"['bakeries', 'beer_and_wine']",Culver City,mzO_nTZaTo81mwcHN44KMA,34.026540000000004,-118.39276000000001,3,5.0,6.0,90232
the-echo-los-angeles,"['musicvenues', 'lounges', 'divebars']",Los Angeles,mzO5Ib2H4ffBmr5jpNDeQg,34.0775756835938,-118.260078430176,2,3.5,432.0,90026.0
101-asian-kitchen-los-angeles,"['chinese', 'sushi', 'hawaiian']",Los Angeles,mzLOMxMrX_iNRzLcAs1SUw,34.07588,-118.34573,2,3.0,146.0,90036
mcdonalds-sunland,"['burgers', 'hotdogs', 'coffee']",Sunland,mzEBNwRMQ1IUgndYeePcQQ,34.25934967,-118.3063817,1,1.5,67.0,91040
little-beijing-los-angeles-8,['chinese'],Los Angeles,mz1v0TAqG5nvJIJKRG720g,34.047157,-118.340021,1,4.0,124.0,90019
cho-dang-tofu-torrance,['korean'],Torrance,mydJI_h53hOM9qAAkjYeGw,33.823631,-118.35189299999999,2,4.0,680.0,90505
crystal-thai-cambodian-cuisine-long-beach,"['thai', 'cambodian']",Long Beach,myKGhzjt1ZXNiiCnGvTYmw,33.77916,-118.17667,1,4.0,228.0,90813
marcelinos-italian-kitchen-sherman-oaks-2,"['italian', 'pizza', 'sandwiches']",Sherman Oaks,myB5zgec1kLi1iaZFWqv8w,34.164525,-118.4142885,2,3.5,121.0,91423
tacos-el-culichi-east-compton,"['mexican', 'foodtrucks']",East Compton,myAXLTUq4QzEKrKochn9Ww,33.89254379,-118.19309229999999,1,3.5,29.0,90221
ricks-los-angeles-3,"['filipino', 'mexican']",Los Angeles,myAT2nhCgxNsnaCeRsA2ng,34.14138,-118.22585,1,4.0,63.0,90041
pizza-hut-artesia-2,"['pizza', 'italian', 'chicken_wings']",Artesia,my40o9_NkDkFvvV1odat1Q,33.86519299,-118.0824253,1,2.0,41.0,90701
sweet-rose-creamery-santa-monica-3,['icecream'],Santa Monica,mxgkJxs0Hw0CiOp7EuhApQ,34.0002689,-118.4820666,2,4.0,39.0,90405
yamato-restaurant-agoura-hills,"['japanese', 'sushi', 'steak']",Agoura Hills,mxMcLE1oh2bfo394QIRjvw,34.143716999999995,-118.75110600000001,2,3.0,432.0,91301
the-bounty-room-torrance,"['divebars', 'pubs', 'sportsbars']",Torrance,mx89t-PRSEJno6pgMZ7dew,33.83791733,-118.36104579999999,1,4.0,30.0,90503
billy-cafe-los-angeles,"['cafes', 'breakfast_brunch']",Los Angeles,mwgzrr_n301zyWsf7eXe8g,34.0472388474195,-118.253553248942,2,4.5,19.0,90014.0
oreno-yakiniku-japanese-bar-b-cue-los-angeles-2,"['japanese', 'bbq']",Los Angeles,mwYLnt2PO5rhoUx_DAq98w,34.0517845,-118.24235530000001,2,3.5,119.0,90012.0
sasoun-bakery-reseda,"['mediterranean', 'mideastern']",Reseda,mwWtxO2l0mMkYKs5Js6xVQ,34.202090000000005,-118.52883,1,3.5,12.0,91335
golden-chinese-express-long-beach,"['chinese', 'cambodian']",Long Beach,mwHKCoEDsAR41ny1EZDKkg,33.8593903,-118.16620640000001,1,4.0,62.0,90805
the-hummus-factory-manhattan-beach,['mediterranean'],Manhattan Beach,mwAssu8baikdJLr7M6Cv_Q,33.900525,-118.3853,2,3.5,219.0,90245
focus-room-cafe-burbank,"['breakfast_brunch', 'sandwiches']",Burbank,mvw8D8707_Clo2EQuTUBbQ,34.15810308,-118.30077140000002,2,3.5,3.0,91505
canvas-food-truck-and-catering-los-angeles,"['foodtrucks', 'burgers']",Los Angeles,mvr_R_Wq__2BCMFCX6-ZPw,34.0309258,-118.2380432,2,4.0,89.0,90021.0
louis-burgers-redondo-beach,"['burgers', 'tradamerican', 'breakfast_brunch']",Redondo Beach,mvpfHKtwGXTRWKWwQTe8Fg,33.87266207,-118.3733304,1,4.0,117.0,90278
university-club-los-angeles-2,"['tradamerican', 'salad']",Los Angeles,mvX4BjuTlg6vnPEB5BC7gg,34.067219,-118.168571,2,3.0,29.0,90032.0
mcdonalds-city-of-commerce,"['hotdogs', 'burgers', 'coffee']",City Of Commerce,mvV-XgNchXTi3hepiLUmTQ,33.99586579,-118.1412877,1,2.5,111.0,90040
kfc-universal-city-3,"['hotdogs', 'chicken_wings', 'chickenshop']",Universal City,mvTRsZhTdWCc9GfPRdIQUw,34.136257,-118.35192099999999,1,2.5,7.0,91608
urban-fresh-beverly-hills,"['newamerican', 'burgers', 'breakfast_brunch']",Beverly Hills,mvM5jQfp-fC6I_sUofv7gg,34.06732,-118.405097,2,3.5,146.0,90212
toko-rame-indonesian-restaurant-bellflower,"['indonesian', 'halal']",Bellflower,mvIIlwzHCOog7TuX_rPgyA,33.87712069,-118.12578799999999,2,4.0,257.0,90706
matcha-cha-los-angeles-3,"['desserts', 'icecream', 'coffee']",Los Angeles,mvARND_4hvK6kd-vWR9GWw,34.03822,-118.44166000000001,1,4.0,229.0,90064
golden-wok-canyon-cntry,['chinese'],Canyon Cntry,mv84p1fHgpDrAxVeamXZSA,34.426364,-118.426239,1,4.0,133.0,91387
ganso-island-grill-los-alamitos,"['hawaiian', 'japanese']",Los Alamitos,mv1BWUVNpuk5p_SPcS8bow,33.802858799999996,-118.05649440000002,1,3.0,413.0,90720
sogongdong-1962-los-angeles,['japanese'],Los Angeles,mv-SsFlRCvSOeufF7HZatw,34.06577,-118.30847,2,3.0,12.0,90020
green-earth-vegan-cuisine-pasadena,"['vegan', 'vegetarian']",Pasadena,mulh6QPw7vnAN2f7IlP09g,34.14512863,-118.15061659999999,2,4.0,621.0,91105
dennys-burbank,"['diners', 'breakfast_brunch', 'tradamerican']",Burbank,mulLa-3r6RJhe4gkHNYK9Q,34.19433731,-118.3493131,1,3.0,202.0,91505
jack-in-the-box-lakewood-7,"['hotdogs', 'burgers', 'breakfast_brunch']",Lakewood,muhfRDOia7buppwmcGQY7A,33.8467443,-118.1171814,1,2.5,30.0,90713
sharp-specialty-coffee-los-angeles,['coffee'],Los Angeles,mufrng2MGt41KI4NYGTe6Q,34.06389,-118.29625,1,4.5,199.0,90020
chonitos-mexican-restaurant-alhambra-2,['mexican'],Alhambra,muQW8rEziyD-GlBeNn_O7A,34.07724,-118.15108000000001,2,3.5,319.0,91803
thai-basil-long-beach,['thai'],Long Beach,muIyYH1mt-vM18n3Y9q-uQ,33.846734000000005,-118.12581180000001,1,3.5,272.0,90808
breakroom-coffee-and-food-los-angeles,"['coffee', 'cafes', 'breakfast_brunch']",Los Angeles,muEnq9ueD6QJ-RK66UpsEQ,34.06138611,-118.4163132,1,5.0,41.0,90067
jack-in-the-box-gardena,"['hotdogs', 'burgers', 'breakfast_brunch']",Gardena,muAgsUXEudmYB5nEDi8IiQ,33.9016659,-118.2922733,1,2.0,26.0,90247
amorino-gelato-beverly-hills,"['coffee', 'gelato', 'desserts']",Beverly Hills,mu0gWGmLRJCuoP0PAD6utA,34.0698729,-118.40565649999999,2,4.0,648.0,90210
ritas-italian-ice-northridge-2,"['icecream', 'desserts']",Northridge,mtygTWo_McytiMZqy5xUmw,34.23353,-118.55341999999999,1,4.0,93.0,91324
pizza-hut-pacoima,"['pizza', 'italian', 'chicken_wings']",Pacoima,mtyUubsgcDp08TErEe7H-g,34.258382,-118.43207620000001,1,2.0,47.0,91331
el-encanto-bar-lakewood,['sportsbars'],Lakewood,mttAvraDCv0-FDe5PDsFKQ,33.83892197,-118.0736054,1,4.0,7.0,90716
pupusas-el-cipote-van-nuys,"['salvadoran', 'foodtrucks']",Van Nuys,mtaVwcZ8kfgzL5HNxx1FDQ,34.19418653,-118.4442473,1,5.0,1.0,91404
upper-west-santa-monica,['newamerican'],Santa Monica,mt_UPHXz6QDj9escYg1TCA,34.027314000000004,-118.45501599999999,2,4.0,1800.0,90405
memos-place-los-angeles-2,['sportsbars'],Los Angeles,mtFuK7Mjm8kkNK6TrU6LzA,34.0174054,-118.142475,1,5.0,1.0,90022
einstein-bros-bagels-pomona,"['bagels', 'coffee', 'sandwiches']",Pomona,mt4Kr0nrhmYXRJ-lk5gvcA,34.061555,-117.82006200000001,1,2.5,28.0,91768
ubatuba-açai-tarzana-tarzana-3,"['juicebars', 'brazilian', 'cafes']",Tarzana,msvtvdPAV9MNg9ZDVl4dbg,34.1706085,-118.5397034,1,4.5,595.0,91356
dianas-mexican-food-products-gardena,['mexican'],Gardena,msmlJMMotc8vof7-S-jxSA,33.8804299,-118.30009,1,3.0,113.0,90247
pronto-pizza-los-angeles-4,"['pizza', 'italian']",Los Angeles,mseVAifHvFBNNbIn-ucsJA,34.04034,-118.16238999999999,1,3.5,58.0,90022.0
gouges-utopia-rowland-heights,"['beerbar', 'chinese', 'kebab']",Rowland Heights,msImtUpqLdH7MagtQkX8wA,33.990092600000004,-117.9152303,2,3.5,54.0,91748
jack-in-the-box-la-mirada,"['hotdogs', 'burgers', 'breakfast_brunch']",La Mirada,ms91QItMiuMjG9omI-br6Q,33.90944327,-117.9775858,1,2.5,26.0,90638
los-jardineros-beverly-hills,"['mexican', 'foodtrucks']",Beverly Hills,mrqOjbeadCyDbYETkTspxQ,34.0966339,-118.43012240000002,2,5.0,2.0,90210
menchies-frozen-yogurt-los-angeles-5,"['icecream', 'customcakes']",Los Angeles,mrKSyA2P6DT2PFZyGXh8Nw,33.9827446,-118.2495132,1,3.5,21.0,90001
oasis-bionicos-and-boba-downey-2,"['juicebars', 'bubbletea']",Downey,mrFIIdd73lfWFzuNp1fsJA,33.9172249,-118.13540559999998,1,4.0,66.0,90242
dales-hawaiian-shave-ice-malibu,"['desserts', 'shavedice']",Malibu,mr30CR61bYSbOcGxvO10JA,34.03614105,-118.69555559999999,4,5.0,1.0,90265
pizza-hut-downey-5,"['pizza', 'italian', 'chicken_wings']",Downey,mr-OJn189W8ZoQBTIYjp0Q,33.95371,-118.13068999999999,1,2.0,57.0,90240
gambojok-los-angeles-4,['korean'],Los Angeles,mqqEbmEQzQkXJAk7LkJR-g,34.068589,-118.309513,2,5.0,29.0,90020
woodys-grill-truck-north-hollywood,"['foodtrucks', 'tradamerican']",North Hollywood,mqceO01qKdx8mgC-FZ5CDA,34.163834200000004,-118.3736328,2,3.5,88.0,91601
mayan-bar-and-grill-monrovia,"['bars', 'bbq', 'seafood']",Monrovia,mqXXEEdvH5PmbVemqbDCtQ,34.151312100000006,-118.00608700000001,2,4.0,59.0,91016
the-otheroom-venice-beach-venice-3,['bars'],Venice,mqPa_OtkQicF8fV_5zsjdg,33.991612200000006,-118.4693882,2,3.5,637.0,90291
bar-lubitsch-west-hollywood,"['danceclubs', 'cocktailbars']",West Hollywood,mqDRI-CpKjkVW249B0-22A,34.090517,-118.35677700000001,2,4.0,662.0,90046
