id,latitude,longitude,price,review_count,rating,zip_code,city,alias,category
UUlGlPfy0FsReQ2LWWBSWw,34.0097381464074,-118.265285901725,$,429.0,4.5,90011,Los Angeles,tire-shop-taqueria-los-angeles,['mexican']
0z23Jk7U_MpvtqKINPL2fA,34.0282923762355,-118.275208244705,$,1900.0,4.5,90007,Los Angeles,dirt-dog-los-angeles-4,"['hotdog', 'beerbar']"
vC_6J_nGyf4J8xt-Vu6Shw,34.01744,-118.2783,$$,1190.0,4.5,90007,Los Angeles,chichen-itza-restaurant-los-angeles-3,"['mexican', 'sandwiches', 'soup']"
beA_DlDpij8O9xK2B-NjEA,34.035217,-118.25591,$$,771.0,5.0,90015,Los Angeles,mex-perú-gipsy-los-angeles,"['mexican', 'peruvian']"
,,,,,,,,,['childrensmuseums']
vfHJzF0ShYtwmotXE-0PiA,34.014196,-118.282417,$$,1076.0,4.5,90037,Los Angeles,figueroa-philly-cheese-steak-los-angeles-2,"['cheesesteaks', 'sandwiches', 'breakfast_brunch']"
BonZ748EKm8pwtVQalFpYQ,34.02876,-118.27517,$$,2019.0,4.0,90007,Los Angeles,jacks-n-joe-los-angeles-8,"['breakfast_brunch', 'newamerican']"
-5TFq3V--bffJGW000YuGQ,34.0171789745852,-118.278350606561,$$,283.0,5.0,90007,Los Angeles,holbox-los-angeles-2,"['latin', 'seafood', 'mexican']"
UPS373VijAWw6TeYPXmItg,34.0090951,-118.2566828,$,150.0,4.5,90011,Los Angeles,super-tortas-df-los-angeles,"['foodtrucks', 'cuban', 'hawaiian']"
v_qrFz_hQvQX6fUdPYjEXA,34.034644,-118.241766,$$,982.0,4.0,90021,Los Angeles,smorgasburg-los-angeles,"['foodtrucks', 'popuprestaurants', 'streetvendors']"
00eNYXMKgUV5vMUBBBmXmQ,34.0173639,-118.278314392065,$,379.0,4.5,90007,Los Angeles,azla-los-angeles,"['ethiopian', 'vegan', 'gluten_free']"
IAzVa3gaOGeIKttZqphD2g,33.9894829,-118.262014,$,682.0,4.0,90011,Los Angeles,teddys-red-tacos-los-angeles,"['foodtrucks', 'tacos']"
8polKN4I6fJx1t8pPxogVw,34.03447,-118.28341,$$,1359.0,4.0,90007,Los Angeles,bacari-w-adams-los-angeles-2,"['italian', 'breakfast_brunch', 'newamerican']"
jljq3PO3l-0zEdCDirweQA,34.00455,-118.26009,$$,48.0,5.0,90011,Los Angeles,stopbye-café-los-angeles-3,"['asianfusion', 'foodtrucks', 'indonesian']"
spKUIFIABLaU63Ex4PEYvQ,33.986598,-118.229803,$$,736.0,4.5,90255,Huntington Park,rays-texas-bbq-huntington-park,"['bbq', 'smokehouse', 'salad']"
pKGSYYij_CO-LWowNbafIQ,34.00566,-118.25849,$,46.0,5.0,90011,Los Angeles,tumaca-truck-los-angeles,"['foodtrucks', 'sandwiches', 'catering']"
drYIFWc8kJ4Eabi0g4YdMg,34.00566,-118.25849,$$$,47.0,5.0,90011,Los Angeles,ayur-ras-healing-foods-los-angeles,"['indpak', 'catering']"
gfCW8zTVPVdP1L9m_LqauQ,34.03439,-118.232589,$$,749.0,4.5,90021,Los Angeles,everson-royce-bar-los-angeles-3,['bars']
-9NXuo0g_NwOPfnKX3Vr_g,34.0352819442964,-118.253066191412,$$$,352.0,4.5,90015,Los Angeles,dama-los-angeles-6,"['latin', 'cocktailbars', 'wine_bars']"
gTSycxVvTgySbLFLuUogkQ,34.00559933,-118.25606333,$,105.0,4.5,90011,Los Angeles,cascada-refrescante-los-angeles,"['juicebars', 'icecream']"
,,,,,,,,,['localflavor']
QWtzUp4zLqzjA_jxLbvDvA,33.9930975470943,-118.256304330019,$$,319.0,4.0,90011,Los Angeles,grannys-kitchen-los-angeles,"['soulfood', 'southern']"
_k7GvWRH72vd4N8b70uT9g,34.00225,-118.26484,$$,102.0,4.5,90011,Los Angeles,mariscos-la-corita-los-angeles,"['mexican', 'seafood']"
ivnX_tNhngBvdepsQFfGIw,33.9891021960076,-118.265354705316,$,204.0,4.5,90011,Los Angeles,tacos-los-poblanos-los-angeles-2,"['foodtrucks', 'mexican']"
fARvUjZALi0qdmgRS1uMhQ,34.02647,-118.24329,$$,150.0,4.5,90021,Los Angeles,il-bambino-restaurant-los-angeles,['italian']
c2QZmOUhNm8rB1L-XvCvcQ,34.03545,-118.2338486,$$,499.0,4.5,90021,Los Angeles,pour-haus-wine-bar-los-angeles,"['wine_bars', 'newamerican']"
ldjkVkY5GO9-XWN9-8mmWw,34.01744,-118.2783,$,178.0,4.5,90007,Los Angeles,mercado-la-paloma-los-angeles,"['latin', 'mexican', 'breakfast_brunch']"
wWceW36ZgYba1jMUv1JfRw,34.02393,-118.25037,$,325.0,4.0,90011,Los Angeles,tacos-gavilan-los-angeles,['mexican']
M5bYoUIOqrQ9bEEGxQfCSA,34.0342569,-118.283559,$,590.0,4.0,90007,Los Angeles,natures-brew-los-angeles,"['coffee', 'sandwiches', 'breakfast_brunch']"
Ckjlcv3mOPnCosSEPb4tmg,34.0249016337977,-118.278697446791,$$,662.0,4.0,90007,Los Angeles,la-taquiza-los-angeles,"['mexican', 'salad', 'breakfast_brunch']"
,,,,,,,,,['mexican']
Urt-j_OeiiH7hmkUVNwtYQ,34.0039974,-118.2479378,$,162.0,4.0,90011,Los Angeles,la-carreta-los-angeles-6,['mexican']
,,,,,,,,,['gardens']
ICTrXwuFczeXxHye7fQxlA,34.034836,-118.231605,$,1107.0,4.0,90021,Los Angeles,pizzanista-los-angeles,"['pizza', 'vegetarian', 'vegan']"
x1HierOUSxuZ2NJb1cttqQ,34.0312448,-118.2665321,$,80.0,5.0,90007,Los Angeles,coffee-by-kofi-los-angeles-2,['coffee']
wjU7E9cMWgxZO9HNTn_tig,34.0350353531902,-118.283531060368,$,277.0,4.5,90007,Los Angeles,everytable-los-angeles,"['salad', 'hotdogs']"
SNlf3YpKkDG-e4R9jkwLhA,34.0343720116648,-118.232130253186,$$,664.0,4.0,90021,Los Angeles,guerrilla-tacos-los-angeles,"['tacos', 'cocktailbars', 'venues']"
svK6WXwRnTSORVkB33o3KA,34.0322433394971,-118.259651175722,$,176.0,4.5,90015,Los Angeles,yang-ban-sul-lung-tang-los-angeles,['korean']
2t-FTIdnJC1gDjpims7oMQ,34.0246799,-118.27775,$,656.0,3.5,90007,Los Angeles,el-huero-los-angeles-2,"['mexican', 'hotdogs']"
4w3rjG89m7kEWiwdwrET_Q,34.00369,-118.25186,$,62.0,4.5,90011,Los Angeles,el-taco-mexicano-no-2-los-angeles,['mexican']
Fs7lKMANuifCyDjF99opRA,34.0166393,-118.2825753,$,416.0,4.0,90007,Los Angeles,chick-fil-a-los-angeles,['hotdogs']
YYKK5pDAWQimcHzOz-7nug,34.0351,-118.25332,$$$,486.0,4.0,90015,Los Angeles,rossoblu-los-angeles-2,"['italian', 'breakfast_brunch', 'bars']"
3IoIViOW1W38eQOPWm0_DA,34.0344536304474,-118.283669427037,$$,708.0,4.0,90007,Los Angeles,ebaes-los-angeles,"['tapasmallplates', 'ramen', 'sushi']"
bL8wefVLL027MviC17G9TA,34.0264617,-118.230446,$,162.0,4.5,90021,Los Angeles,the-porter-junction-cafe-los-angeles,"['breakfast_brunch', 'coffee', 'juicebars']"
yMJpttJxzObbbRh0ekawmQ,34.02362,-118.26508,$,169.0,4.0,90011,Los Angeles,birrieria-los-gonzalez-los-angeles,['mexican']
MnUSRIJI4eoevIu8QXfWnA,34.0244938310787,-118.277877924965,$,410.0,4.0,90007,Los Angeles,cup-o-joy-los-angeles,"['coffee', 'taiwanese', 'bubbletea']"
o9o8gDzVlAh3x2BLPaOStw,34.02444,-118.27315,$,76.0,4.5,90007,Los Angeles,seree-coffee-shop-los-angeles-2,"['breakfast_brunch', 'chinese', 'japanese']"
Xefl7O0wSC2pnGBH7zCXnw,34.0340039972124,-118.249286006082,$,117.0,4.5,90021,Los Angeles,mariscos-jalisco-los-angeles-2,"['foodtrucks', 'seafood', 'mexican']"
encr0DAQTk026tnpBi7dfQ,34.0005895363191,-118.273852172009,$$,65.0,4.5,90037,Los Angeles,chicharroland-los-angeles,['mexican']
ZH-LGEdkmKJDAfjSxfNbKw,34.02493,-118.27859,$,138.0,4.5,90007,Los Angeles,pot-of-cha-los-angeles,"['bubbletea', 'coffee', 'juicebars']"
fmf9Gz1afO8X0aohHsyWZA,34.0231904567859,-118.279516334918,$,398.0,4.0,90007,Los Angeles,blaze-fast-fired-pizza-los-angeles-4,"['salad', 'pizza', 'hotdogs']"
Vl31AJJ7smvgt5Pu5MsP-A,34.036901,-118.268202,$$,177.0,4.5,90015,Los Angeles,el-patroncito-mexican-cuisine-los-angeles,['mexican']
PKsmTE-W39qhcfM7cy8A3w,33.9899891,-118.2301951,$$,259.0,4.5,90058,Los Angeles,novacane-sports-bar-and-grill-los-angeles,"['sportsbars', 'mexican', 'cocktailbars']"
ZBo-5Ty1Op5_mbRLilb02g,34.0354583377676,-118.258565296714,$$,95.0,5.0,90015,Los Angeles,denim-the-eatery-los-angeles,"['comfortfood', 'bbq', 'salad']"
0fvsF6mV5DqyQJb_cc6V3Q,34.025354,-118.285446,$$,177.0,4.5,90007,Los Angeles,dulce-los-angeles,['coffee']
dxLiwx8Ghcm0AWNph0xrVw,34.01619,-118.28168,$$,57.0,5.0,90007,Los Angeles,the-dragon-and-meeple-los-angeles,"['tabletopgames', 'burgers']"
8RXJiao_twvDmzDAqwkw6w,34.025032,-118.285465,$$,152.0,4.5,90089,Los Angeles,kobunga-los-angeles-3,"['korean', 'bbq']"
ZAfPTUXULIuma2N6Sb-dMQ,34.03602,-118.23305,$$,764.0,3.5,90021,Los Angeles,little-bear-los-angeles,"['gastropubs', 'pubs', 'sportsbars']"
Hj1iNlNjj7jYRQ8mYD4Cpg,34.01744,-118.2783,$,176.0,4.0,90007,Los Angeles,taqueria-vista-hermosa-los-angeles,['mexican']
FoBImsch8xY3ANNGWL32Bw,34.034715,-118.241374,$$,201.0,4.5,90021,Los Angeles,rappahannock-oyster-bar-dtla-los-angeles-5,"['seafood', 'bars', 'tradamerican']"
gnJxuqr3Y2641FZVPmKk1g,34.00668,-118.25665,$$,45.0,4.5,90011,Los Angeles,delicious-at-the-dunbar-los-angeles,"['soulfood', 'southern', 'salad']"
K_3Cggqb5xDL_kc8kJsr2w,34.0353312,-118.2519501,$$,310.0,4.0,90015,Los Angeles,pauls-kitchen-los-angeles,['chinese']
l6mXbfWU0FOjdhR7BlCOMw,34.0090995,-118.2567233,$,18.0,5.0,90011,Los Angeles,tacos-don-eve-los-angeles,['mexican']
1EMNJAZpx5tKT5DkzCtQgw,34.0339369301652,-118.280889987946,$,420.0,4.0,90007,Los Angeles,23rd-street-cafe-los-angeles,"['indpak', 'mexican', 'newamerican']"
6DbAYZ3iMqHn60Maepqa9Q,33.98642,-118.27357,$,120.0,4.5,90003,Los Angeles,casa-noodle-teriyaki-los-angeles-2,"['japanese', 'noodles']"
3QRRptCEfjUtnDnZ4jTzMA,34.0039082,-118.2818791,$,132.0,4.0,90037,Los Angeles,tacos-los-carnalillos-taco-truck-los-angeles-2,"['mexican', 'foodtrucks']"
