,zip_code,count,review_count,price*review_count,price_1,price_2,price_3,price_4,rating_0.0,rating_1.0,rating_1.5,rating_2.0,rating_2.5,rating_3.0,rating_3.5,rating_4.0,rating_4.5,rating_5,cluster
250,91740,99,206.4848484848485,291.9987756351393,58,41,0,0,0,0,2,8,6,9,20,31,23,0,12
251,91741,35,181.4857142857143,264.45061224489797,19,16,0,0,0,0,0,2,3,4,5,9,11,1,12
252,91744,121,99.05785123966942,122.79898914008606,94,25,2,0,0,1,3,10,11,13,18,34,20,11,12
253,91745,103,230.06796116504853,328.34942030351584,61,41,0,1,0,0,1,6,11,13,29,24,17,2,12
254,91746,63,120.0,142.85714285714286,51,12,0,0,0,0,1,6,4,9,13,13,11,6,12
255,91748,312,304.375,465.34254807692304,154,152,5,1,0,2,0,9,22,49,83,114,28,5,24
256,91750,92,193.7608695652174,294.85349716446126,46,45,0,1,0,0,0,3,9,13,26,23,17,1,5
257,91754,167,365.47305389221555,542.7384273369428,87,79,1,0,0,0,1,5,9,30,45,62,15,0,1
258,91755,44,258.5,370.125,25,19,0,0,0,0,0,4,4,6,13,10,5,2,1
259,91762,35,198.9142857142857,250.06367346938774,26,9,0,0,0,0,3,5,3,3,4,11,6,0,5
260,91763,83,172.48192771084337,245.21527072143996,48,35,0,0,0,0,3,9,12,14,16,18,10,1,5
261,91764,1,61.0,61.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
262,91765,79,164.16455696202533,220.27143086043907,52,27,0,0,0,0,1,3,10,13,17,18,13,4,24
263,91766,128,115.421875,144.27734375,96,32,0,0,0,0,7,6,14,23,31,25,18,4,5
264,91767,101,135.4257425742574,163.5835702382119,80,21,0,0,0,1,6,12,10,7,25,21,17,2,5
265,91768,68,144.0441176470588,190.64662629757782,48,18,2,0,0,0,2,6,13,6,13,17,11,0,5
266,91770,163,207.12269938650306,271.9279611577402,112,51,0,0,0,1,0,12,11,30,46,41,21,1,1
267,91773,89,203.12359550561797,287.5682363337962,54,33,2,0,0,0,0,6,8,14,28,17,10,6,5
268,91775,16,293.375,476.734375,7,8,1,0,0,0,0,2,1,1,4,6,1,1,1
269,91776,198,327.74747474747477,466.7918579736762,120,72,6,0,0,1,3,5,14,27,56,66,24,2,1
270,91780,81,257.08641975308643,361.82533150434386,50,29,2,0,0,0,0,5,6,10,34,18,6,2,1
271,91784,43,186.2325581395349,281.51433207138996,21,22,0,0,0,0,0,2,2,11,9,12,6,1,5
272,91786,109,201.8440366972477,287.0259237437926,64,44,1,0,0,0,5,7,8,12,20,36,17,4,5
273,91789,112,193.77678571428572,261.25263073979596,75,36,0,1,0,0,1,6,10,10,27,38,19,1,12
274,91790,135,229.5185185185185,307.72482853223596,89,46,0,0,0,1,4,6,10,23,21,50,18,2,12
275,91791,71,306.98591549295776,423.7270382860543,44,27,0,0,0,0,1,5,7,16,18,20,4,0,12
276,91792,54,121.14814814814815,152.55692729766804,40,14,0,0,0,0,4,5,6,4,12,16,7,0,12
277,91801,169,419.53846153846155,583.3818843878015,104,64,1,0,0,1,0,6,13,18,51,65,14,1,1
278,91803,73,302.5342465753425,401.9975605179208,50,22,1,0,0,0,1,4,10,11,22,18,6,1,1
279,92056,1,5.0,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10
280,92081,1,32.0,64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
281,92336,1,45.0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21
282,92345,1,28.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11
283,92392,1,15.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11
284,92397,11,127.36363636363636,208.4132231404959,4,7,0,0,0,0,0,0,0,1,1,3,6,0,23
285,92407,1,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21
286,92501,1,579.0,1158.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20
287,92602,2,41.5,62.25,1,1,0,0,0,0,0,0,0,0,1,1,0,0,14
288,92606,1,620.0,620.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26
289,92612,2,12.5,18.75,1,1,0,0,0,0,0,0,0,0,0,0,0,2,26
290,92626,2,45.0,90.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
291,92627,1,63.0,63.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
292,92647,1,85.0,170.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
293,92649,2,515.0,1030.0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,7
294,92651,1,65.0,130.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26
295,92660,1,51.0,102.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26
296,92683,3,80.66666666666667,107.55555555555556,2,1,0,0,0,0,0,1,0,1,0,0,0,1,14
297,92692,1,189.0,189.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12
298,92701,4,180.0,180.0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,3
299,92703,3,40.666666666666664,40.666666666666664,3,0,0,0,0,0,0,0,0,0,1,0,1,1,3
300,92704,1,59.0,118.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
301,92706,1,491.0,982.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
302,92707,4,71.0,88.75,3,1,0,0,0,0,0,0,0,0,0,1,2,1,3
303,92780,1,7.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26
304,92801,4,78.25,97.8125,3,1,0,0,0,0,0,0,0,1,1,1,1,0,14
305,92802,3,42.0,84.0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,24
306,92804,12,161.75,215.66666666666666,9,2,1,0,0,0,1,0,2,0,2,2,5,0,14
307,92805,1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
308,92806,1,60.0,120.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
309,92807,1,185.0,370.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26
310,92821,170,349.3705882352941,536.3866089965398,82,85,3,0,0,0,2,4,20,31,44,48,20,1,24
311,92823,4,396.5,594.75,2,2,0,0,0,0,0,0,0,2,1,1,0,0,24
312,92832,2,12.0,12.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,24
313,92833,22,122.31818181818181,166.797520661157,14,8,0,0,0,0,2,1,0,6,2,6,4,1,14
314,92835,14,127.07142857142857,145.22448979591834,12,2,0,0,0,0,1,2,3,2,2,1,2,1,24
315,92841,2,126.0,189.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,14
316,92843,2,96.5,96.5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3
317,92845,1,161.0,161.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14
318,92886,1,16.0,32.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24
319,93004,1,5.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17
320,93010,1,17.0,34.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
321,93033,1,68.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17
322,93036,2,16.5,41.25,1,0,0,1,0,0,0,0,0,0,1,1,0,0,17
323,93063,5,168.0,268.8,2,3,0,0,0,0,0,0,0,2,2,0,1,0,9
324,93243,9,109.55555555555556,133.90123456790124,7,2,0,0,0,0,0,2,0,0,4,3,0,0,19
325,93436,3,92.66666666666667,185.33333333333334,0,3,0,0,0,0,0,0,0,0,1,1,1,0,22
326,93453,1,350.0,700.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
327,93510,16,78.5,122.65625,7,9,0,0,0,0,0,1,2,2,1,8,2,0,16
328,93532,3,67.66666666666667,112.77777777777779,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2
329,93534,134,98.6268656716418,133.95589218088662,86,48,0,0,0,1,6,14,20,26,20,33,13,1,16
330,93535,54,46.148148148148145,55.54869684499314,43,11,0,0,0,1,3,13,5,8,8,9,4,3,16
331,93536,81,108.8395061728395,153.18152720621856,50,29,2,0,0,1,4,7,7,17,15,17,13,0,16
332,93543,8,54.375,54.375,8,0,0,0,0,0,0,1,0,1,1,3,2,0,0
333,93550,96,76.63541666666667,100.583984375,66,30,0,0,0,0,12,9,12,15,16,13,14,5,16
334,93551,113,143.68141592920355,221.24395019187094,54,58,0,1,0,0,6,7,15,23,31,23,8,0,16
335,93552,32,73.53125,82.72265625,28,4,0,0,0,0,2,6,7,7,3,3,4,0,0
336,93553,2,41.5,41.5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
337,93560,2,43.0,64.5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,16
338,93591,7,31.142857142857142,31.142857142857142,7,0,0,0,0,0,0,0,0,2,1,3,1,0,0
339,93955,1,23.0,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18
340,95020,1,36.0,36.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
341,96137,1,20.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
342,97630,1,39.0,39.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
343,98188,1,3.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12
